Frequency,	Imag,	phase,	LinMag,	Real
1072567533.76688349,	-0.03374198,	-160.21373599,	0.09967726,	-0.09379251
1072570035.01750874,	0.03932292,	53.98388488,	0.04861574,	0.02858668
1072572536.26813412,	-0.06379341,	-36.33563278,	0.10766561,	0.08673111
1072575037.51875937,	0.05183142,	146.25932906,	0.09331684,	-0.07759856
1072577538.76938474,	-0.06106737,	-69.41471972,	0.06523247,	0.02293581
1072580040.02000999,	0.07875268,	124.74949472,	0.09584676,	-0.05463165
1072582541.27063537,	-0.01365597,	-161.92846027,	0.04402252,	-0.04185088
1072585042.52126062,	-0.06694698,	-49.93195039,	0.08748031,	0.05631081
1072587543.77188599,	0.00346283,	153.47034256,	0.00775269,	-0.00693636
1072590045.02251124,	0.14307475,	95.42185705,	0.14371775,	-0.01357962
1072592546.27313662,	0.10996344,	107.45897276,	0.11527387,	-0.03458479
1072595047.52376187,	0.05338255,	123.12368358,	0.06374089,	-0.03483110
1072597548.77438724,	-0.02164186,	-160.25823474,	0.06407061,	-0.06030483
1072600050.02501249,	0.03131678,	26.65812269,	0.06979977,	0.06238002
1072602551.27563786,	-0.00011679,	-0.09394313,	0.07122991,	0.07122982
1072605052.52626312,	0.12443620,	129.16501106,	0.16049444,	-0.10136122
1072607553.77688849,	-0.03114292,	-37.35013417,	0.05133299,	0.04080680
1072610055.02751374,	-0.03218650,	-132.85218325,	0.04390400,	-0.02985952
1072612556.27813911,	0.17138973,	88.42029817,	0.17145489,	0.00472658
1072615057.52876437,	-0.00828206,	-50.89989313,	0.01067214,	0.00673067
1072617558.77938974,	0.04426283,	109.32374343,	0.04690530,	-0.01552122
1072620060.03001499,	0.13167277,	126.79551702,	0.16443100,	-0.09848775
1072622561.28064036,	0.01565683,	141.12172433,	0.02494444,	-0.01941878
1072625062.53126562,	-0.01321051,	-129.59540779,	0.01714395,	-0.01092690
1072627563.78189099,	-0.11456934,	-115.04167047,	0.12645620,	-0.05352604
1072630065.03251624,	-0.01672934,	-37.15146064,	0.02770107,	0.02207891
1072632566.28314161,	0.03163436,	142.64141866,	0.05213297,	-0.04143807
1072635067.53376687,	-0.04575994,	-160.38366581,	0.13630384,	-0.12839301
1072637568.78439224,	-0.05799501,	-32.34740723,	0.10839144,	0.09157120
1072640070.03501749,	-0.06681298,	-122.72694799,	0.07942045,	-0.04293756
1072642571.28564286,	-0.06372079,	-55.91046896,	0.07694235,	0.04312524
1072645072.53626811,	0.09925985,	97.96058271,	0.10022566,	-0.01388043
1072647573.78689349,	-0.03393759,	-78.79430861,	0.03459716,	0.00672333
1072650075.03751874,	-0.04112530,	-47.65927201,	0.05563845,	0.03747462
1072652576.28814411,	-0.02923590,	-21.15366012,	0.08101494,	0.07555583
1072655077.53876936,	-0.07863485,	-59.61815918,	0.09115245,	0.04610130
1072657578.78939474,	0.11011113,	71.06392322,	0.11641116,	0.03777694
1072660080.04001999,	0.05182608,	98.51374244,	0.05240355,	-0.00775817
1072662581.29064536,	0.08887777,	45.23461559,	0.12518061,	0.08815286
1072665082.54127061,	0.07544083,	101.86597424,	0.07708811,	-0.01585109
1072667583.79189599,	-0.12162984,	-75.45711820,	0.12565586,	0.03155275
1072670085.04252124,	0.03837619,	27.01087711,	0.08449934,	0.07528218
1072672586.29314661,	-0.05521012,	-44.20698794,	0.07918238,	0.05675996
1072675087.54377186,	-0.02874218,	-121.81324990,	0.03382346,	-0.01783011
1072677588.79439723,	-0.00217100,	-2.34451745,	0.05307008,	0.05302566
1072680090.04502249,	-0.06906989,	-51.48629869,	0.08827283,	0.05496765
1072682591.29564786,	0.06877975,	31.60219725,	0.13125442,	0.11179028
1072685092.54627311,	-0.04909605,	-88.07279012,	0.04912384,	0.00165203
1072687593.79689848,	-0.03025498,	-110.50156377,	0.03230083,	-0.01131281
1072690095.04752374,	0.00592488,	3.82700732,	0.08876997,	0.08857203
1072692596.29814911,	0.08653328,	45.39334165,	0.12154499,	0.08535324
1072695097.54877436,	0.02328950,	95.17247571,	0.02338473,	-0.00210823
1072697598.79939973,	-0.04361651,	-156.17787714,	0.10798879,	-0.09878855
1072700100.05002499,	-0.18281920,	-103.47664331,	0.18799566,	-0.04381219
1072702601.30065036,	0.20103122,	97.74533916,	0.20288214,	-0.02734249
1072705102.55127561,	-0.02009303,	-111.11914457,	0.02153979,	-0.00776097
1072707603.80190098,	0.03797816,	37.47796309,	0.06241724,	0.04953354
1072710105.05252624,	0.07961501,	62.61978327,	0.08965915,	0.04123363
1072712606.30315161,	-0.00039755,	-151.86953395,	0.00084319,	-0.00074359
1072715107.55377686,	0.08563583,	44.15584505,	0.12293182,	0.08819715
1072717608.80440223,	-0.04217091,	-38.89616219,	0.06716066,	0.05227015
1072720110.05502748,	-0.04008096,	-113.51505108,	0.04371093,	-0.01744022
1072722611.30565286,	-0.03705617,	-28.28495954,	0.07820116,	0.06886408
1072725112.55627811,	-0.04340199,	-135.87497959,	0.06233891,	-0.04474827
1072727613.80690348,	-0.04062158,	-142.58377737,	0.06685572,	-0.05309966
1072730115.05752873,	-0.00840869,	-75.73812064,	0.00867609,	0.00213739
1072732616.30815411,	0.05843823,	150.48206136,	0.11860909,	-0.10321381
1072735117.55877936,	0.02493967,	160.48002114,	0.07463938,	-0.07034948
1072737618.80940473,	-0.00041238,	-179.14686623,	0.02769624,	-0.02769317
1072740120.06002998,	-0.03147297,	-26.53606528,	0.07044698,	0.06302562
1072742621.31065536,	0.18821514,	103.86123677,	0.19386059,	-0.04644343
1072745122.56128061,	0.02736605,	110.00575901,	0.02912340,	-0.00996354
1072747623.81190598,	0.10023109,	117.39547628,	0.11289170,	-0.05194482
1072750125.06253123,	0.06279135,	29.87100423,	0.12607466,	0.10932551
1072752626.31315660,	0.07982037,	96.04358714,	0.08026649,	-0.00845086
1072755127.56378186,	-0.03393672,	-71.29733206,	0.03582864,	0.01148871
1072757628.81440723,	-0.04149073,	-164.05383959,	0.15102147,	-0.14521021
1072760130.06503248,	-0.07090006,	-121.48114846,	0.08313680,	-0.04341553
1072762631.31565785,	-0.05148009,	-136.95561816,	0.07542155,	-0.05511997
1072765132.56628311,	0.13355137,	57.91613853,	0.15762523,	0.08372421
1072767633.81690848,	-0.06262810,	-100.28820466,	0.06365150,	-0.01136814
1072770135.06753373,	0.09445886,	94.27675534,	0.09472262,	-0.00706386
1072772636.31815910,	0.04065876,	99.06254636,	0.04117272,	-0.00648522
1072775137.56878436,	0.07196061,	132.52407570,	0.09764078,	-0.06599540
1072777638.81940973,	0.06651679,	144.31338373,	0.11402523,	-0.09261355
1072780140.07003498,	0.06689525,	54.15852940,	0.08252151,	0.04832002
1072782641.32066035,	0.06098583,	121.05568654,	0.07118972,	-0.03672471
1072785142.57128561,	-0.02517154,	-23.48478324,	0.06316484,	0.05793264
1072787643.82191098,	0.09093054,	85.66820275,	0.09119104,	0.00688785
1072790145.07253623,	0.02289214,	131.39251030,	0.03051481,	-0.02017682
1072792646.32316160,	0.10881125,	59.58299059,	0.12617796,	0.06388261
1072795147.57378685,	-0.00613591,	-4.49198831,	0.07834438,	0.07810373
1072797648.82441223,	-0.04307628,	-109.10321939,	0.04558672,	-0.01491921
1072800150.07503748,	0.05282579,	35.09778778,	0.09187514,	0.07516966
1072802651.32566285,	0.00432233,	42.30063933,	0.00642229,	0.00475008
1072805152.57628810,	-0.08662196,	-117.27767272,	0.09745990,	-0.04466619
1072807653.82691348,	0.06183276,	56.47065998,	0.07417531,	0.04097176
1072810155.07753873,	0.10332943,	80.77924242,	0.10468210,	0.01677413
1072812656.32816410,	0.07870308,	155.90961865,	0.19281595,	-0.17602220
1072815157.57878935,	-0.02183943,	-12.12982674,	0.10393418,	0.10161375
1072817658.82941472,	-0.04239444,	-167.55616309,	0.19674191,	-0.19211999
1072820160.08003998,	0.11534988,	35.06187741,	0.20079680,	0.16435863
1072822661.33066535,	0.02360380,	122.12088951,	0.02786990,	-0.01481863
1072825162.58129060,	-0.06497380,	-38.35539716,	0.10470568,	0.08210776
1072827663.83191597,	0.13871524,	99.52274968,	0.14065344,	-0.02326959
1072830165.08254123,	-0.11824451,	-36.54953685,	0.19855755,	0.15950967
1072832666.33316660,	0.05804111,	66.50493722,	0.06328804,	0.02523104
1072835167.58379185,	0.01495378,	83.06724073,	0.01506392,	0.00181828
1072837668.83441722,	-0.03036322,	-109.15347659,	0.03214254,	-0.01054596
1072840170.08504248,	0.01858321,	15.21944990,	0.07078866,	0.06830592
1072842671.33566785,	0.01046786,	175.45889554,	0.13221291,	-0.13179787
1072845172.58629310,	-0.03730713,	-110.70519587,	0.03988310,	-0.01410106
1072847673.83691847,	-0.00009489,	-0.05174766,	0.10506447,	0.10506443
1072850175.08754373,	-0.05058855,	-41.52870531,	0.07630304,	0.05712226
1072852676.33816910,	0.10393880,	59.43470769,	0.12071165,	0.06138428
1072855177.58879435,	-0.06458871,	-68.69447884,	0.06932676,	0.02518926
1072857678.83941972,	-0.01901927,	-135.15479286,	0.02697027,	-0.01912231
1072860180.09004498,	-0.01354334,	-174.65933710,	0.14550644,	-0.14487478
1072862681.34067035,	0.04645767,	140.93819452,	0.07372381,	-0.05724408
1072865182.59129560,	-0.04756547,	-139.25395981,	0.07287411,	-0.05521016
1072867683.84192097,	0.00332349,	177.17056377,	0.06732775,	-0.06724567
1072870185.09254622,	0.04752232,	28.64772350,	0.09912399,	0.08698962
1072872686.34317160,	-0.08825080,	-50.68232176,	0.11407148,	0.07227793
1072875187.59379685,	-0.02932876,	-45.59285035,	0.04105453,	0.02872801
1072877688.84442222,	0.11021536,	91.85987598,	0.11027345,	-0.00357895
1072880190.09504747,	-0.03781682,	-142.61162650,	0.06227917,	-0.04948316
1072882691.34567285,	0.06756867,	86.46440632,	0.06769752,	0.00417481
1072885192.59629810,	0.02340692,	35.09230910,	0.04071510,	0.03331419
1072887693.84692347,	0.09013133,	130.78487661,	0.11903750,	-0.07775777
1072890195.09754872,	0.01969210,	170.22413142,	0.11597613,	-0.11429210
1072892696.34817409,	0.00537986,	5.46961327,	0.05644125,	0.05618427
1072895197.59879935,	0.03611138,	28.35697810,	0.07602979,	0.06690663
1072897698.84942472,	0.05397132,	76.70065486,	0.05545863,	0.01275763
1072900200.10004997,	0.08274126,	51.18600130,	0.10618951,	0.06655897
1072902701.35067534,	0.00059271,	179.45908302,	0.06278316,	-0.06278036
1072905202.60130060,	-0.08122355,	-120.89536996,	0.09465440,	-0.04860238
1072907703.85192597,	0.02271487,	161.26361932,	0.07071561,	-0.06696814
1072910205.10255122,	-0.06058858,	-25.32774319,	0.14162974,	0.12801565
1072912706.35317659,	0.12842956,	101.15807870,	0.13090404,	-0.02533210
1072915207.60380185,	-0.02758143,	-49.66535747,	0.03618294,	0.02341944
1072917708.85442722,	0.04001035,	31.86033835,	0.07579863,	0.06437860
1072920210.10505247,	0.04841644,	151.83905555,	0.10258810,	-0.09044427
1072922711.35567784,	0.04365832,	144.37198823,	0.07494727,	-0.06091835
1072925212.60630310,	-0.02365538,	-13.55342620,	0.10093953,	0.09812855
1072927713.85692847,	0.09628262,	93.84935189,	0.09650033,	-0.00647839
1072930215.10755372,	0.00440693,	174.22850537,	0.04382330,	-0.04360116
1072932716.35817909,	-0.00240402,	-9.07753497,	0.01523743,	0.01504659
1072935217.60880434,	0.14997900,	94.68031794,	0.15048078,	-0.01227865
1072937718.85942972,	-0.07560268,	-129.40800838,	0.09784920,	-0.06211844
1072940220.11005497,	0.15216869,	111.10765623,	0.16311267,	-0.05874037
1072942721.36068034,	0.19491017,	78.32448499,	0.19902818,	0.04027710
1072945222.61130559,	0.08234657,	104.43372974,	0.08503042,	-0.02119469
1072947723.86193097,	0.07619990,	138.91764641,	0.11595632,	-0.08740391
1072950225.11255622,	-0.17559135,	-79.85758537,	0.17837886,	0.03141171
1072952726.36318159,	0.03241797,	49.27967946,	0.04277325,	0.02790386
1072955227.61380696,	0.03291134,	91.27577059,	0.03291950,	-0.00073294
1072957728.86443222,	0.02607283,	31.03465991,	0.05057221,	0.04333308
1072960230.11505759,	-0.05465134,	-77.31009969,	0.05601972,	0.01230609
1072962731.36568284,	-0.01962684,	-17.38938724,	0.06567148,	0.06267001
1072965232.61630821,	0.05822304,	131.86984734,	0.07818710,	-0.05218526
1072967733.86693346,	-0.00259146,	-9.75581574,	0.01529339,	0.01507223
1072970235.11755884,	0.02421927,	100.88183655,	0.02466274,	-0.00465593
1072972736.36818409,	0.05542784,	145.13622210,	0.09696500,	-0.07956108
1072975237.61880946,	0.06480978,	68.83009584,	0.06950009,	0.02509890
1072977738.86943471,	0.00452382,	15.30547071,	0.01713795,	0.01653010
1072980240.12006009,	0.12643167,	58.59383077,	0.14813411,	0.07719291
1072982741.37068534,	0.12289350,	117.00730767,	0.13793557,	-0.06263711
1072985242.62131071,	0.07323360,	57.59800108,	0.08673789,	0.04647904
1072987743.87193596,	0.01840808,	167.72495007,	0.08658353,	-0.08460408
1072990245.12256134,	-0.16351029,	-124.28252241,	0.19788963,	-0.11146609
1072992746.37318659,	0.14474680,	111.48998843,	0.15556116,	-0.05698806
1072995247.62381196,	0.08931568,	39.29673836,	0.14102397,	0.10913511
1072997748.87443721,	0.12636197,	115.17741204,	0.13962728,	-0.05940059
1073000250.12506258,	-0.00159470,	-1.65444271,	0.05523460,	0.05521157
1073002751.37568784,	0.14329198,	37.77337700,	0.23393088,	0.18490826
1073005252.62631321,	-0.03674513,	-89.05323883,	0.03675014,	0.00060724
1073007753.87693846,	0.04684244,	30.42240330,	0.09250616,	0.07976952
1073010255.12756383,	-0.08551873,	-123.52547421,	0.10258468,	-0.05665831
1073012756.37818909,	-0.07848641,	-123.09167729,	0.09368177,	-0.05114840
1073015257.62881446,	-0.05751471,	-39.83080537,	0.08979340,	0.06895588
1073017758.87943971,	-0.01798669,	-37.08950390,	0.02982561,	0.02379172
1073020260.13006508,	-0.00597455,	-136.79047677,	0.00872619,	-0.00636013
1073022761.38069034,	-0.06062136,	-139.28514138,	0.09293550,	-0.07044187
1073025262.63131571,	0.08684643,	91.66720920,	0.08688321,	-0.00252780
1073027763.88194096,	0.03846671,	122.05210730,	0.04538492,	-0.02408534
1073030265.13256633,	-0.01032036,	-24.84690646,	0.02456089,	0.02228738
1073032766.38319159,	-0.08663429,	-133.61615761,	0.11966436,	-0.08254731
1073035267.63381696,	0.07389411,	54.33145065,	0.09095737,	0.05303682
1073037768.88444221,	-0.02664458,	-18.17123186,	0.08543820,	0.08117729
1073040270.13506758,	0.01572440,	37.69233373,	0.02571779,	0.02035063
1073042771.38569283,	0.00984282,	156.98973112,	0.02518014,	-0.02317668
1073045272.63631821,	0.19300707,	88.80524751,	0.19304904,	0.00402524
1073047773.88694346,	-0.01319927,	-156.34621054,	0.03289872,	-0.03013478
1073050275.13756883,	-0.00067573,	-0.68155689,	0.05680706,	0.05680304
1073052776.38819408,	-0.01007015,	-170.17213719,	0.05899717,	-0.05813139
1073055277.63881946,	-0.00107259,	-177.96202558,	0.03016132,	-0.03014224
1073057778.88944471,	0.04897757,	28.10280475,	0.10397420,	0.09171604
1073060280.14007008,	-0.08437706,	-38.20093264,	0.13643947,	0.10722052
1073062781.39069533,	0.01433815,	164.47015621,	0.05355245,	-0.05159731
1073065282.64132071,	0.08755113,	143.89388629,	0.14857241,	-0.12003566
1073067783.89194596,	0.01156946,	38.68853269,	0.01850857,	0.01444697
1073070285.14257133,	-0.00841317,	-25.38915286,	0.01962192,	0.01772676
1073072786.39319658,	-0.06199484,	-61.06307786,	0.07083887,	0.03427513
1073075287.64382195,	0.10826483,	126.69589207,	0.13502411,	-0.08068604
1073077788.89444721,	0.02180639,	8.03111517,	0.15608229,	0.15455149
1073080290.14507258,	-0.00021680,	-0.18021126,	0.06892902,	0.06892868
1073082791.39569783,	0.01611211,	36.96248763,	0.02679582,	0.02141065
1073085292.64632320,	-0.02465975,	-80.35524401,	0.02501330,	0.00419070
1073087793.89694846,	0.07434817,	88.65281870,	0.07436873,	0.00174845
1073090295.14757383,	0.05033717,	99.02402984,	0.05096801,	-0.00799427
1073092796.39819908,	-0.01279182,	-143.63311799,	0.02157305,	-0.01737141
1073095297.64882445,	-0.00228029,	-178.15023783,	0.07064363,	-0.07060682
1073097798.89944971,	0.07036752,	54.17662637,	0.08678507,	0.05079430
1073100300.15007508,	-0.01044863,	-123.98880181,	0.01260166,	-0.00704472
1073102801.40070033,	0.15421477,	87.71825303,	0.15433714,	0.00614470
1073105302.65132570,	0.04055719,	56.72769030,	0.04850917,	0.02661305
1073107803.90195096,	0.08752847,	140.25201450,	0.13688900,	-0.10524907
1073110305.15257633,	0.09343717,	99.71746925,	0.09479731,	-0.01600083
1073112806.40320158,	0.02111700,	170.99881018,	0.13497174,	-0.13330957
1073115307.65382695,	0.05758963,	31.72885086,	0.10950680,	0.09314062
1073117808.90445220,	0.02570278,	147.77691909,	0.04820321,	-0.04077888
1073120310.15507758,	0.03152383,	103.57477866,	0.03242978,	-0.00761173
1073122811.40570283,	0.02829379,	56.68897298,	0.03385633,	0.01859334
1073125312.65632820,	0.05563571,	141.77119358,	0.08990854,	-0.07062728
1073127813.90695345,	0.01545343,	35.23184187,	0.02678764,	0.02188080
1073130315.15757883,	0.06122670,	20.97684766,	0.17102876,	0.15969385
1073132816.40820408,	0.05894266,	61.92192555,	0.06680516,	0.03144347
1073135317.65882945,	0.07291233,	81.48048581,	0.07372586,	0.01092221
1073137818.90945470,	-0.01612030,	-12.22994004,	0.07609818,	0.07437116
1073140320.16008007,	-0.00097667,	-178.90932557,	0.05130978,	-0.05130048
1073142821.41070533,	-0.02334203,	-165.15183178,	0.09108784,	-0.08804626
1073145322.66133070,	-0.05184541,	-29.61866635,	0.10490242,	0.09119524
1073147823.91195595,	0.13760562,	101.14810239,	0.14025208,	-0.02711714
1073150325.16258132,	0.05516016,	24.88126611,	0.13110297,	0.11893421
1073152826.41320658,	-0.03395200,	-50.22541386,	0.04417570,	0.02826224
1073155327.66383195,	-0.00474579,	-2.57144263,	0.10577905,	0.10567254
1073157828.91445720,	-0.01458930,	-18.90072401,	0.04503853,	0.04261011
1073160330.16508257,	0.08895316,	54.16881887,	0.10971775,	0.06422866
1073162831.41570783,	0.06400314,	30.61830859,	0.12566478,	0.10814451
1073165332.66633320,	-0.00265832,	-6.92813256,	0.02203799,	0.02187708
1073167833.91695845,	-0.00840005,	-13.11937407,	0.03700778,	0.03604185
1073170335.16758382,	0.12864359,	70.02828454,	0.13687507,	0.04675053
1073172836.41820908,	0.13508904,	112.43977335,	0.14615577,	-0.05578942
1073175337.66883445,	0.02953811,	38.54962904,	0.04739807,	0.03706854
1073177838.91945970,	-0.06556117,	-48.49052088,	0.08754959,	0.05802296
1073180340.17008507,	-0.02468453,	-9.50450641,	0.14948981,	0.14743771
1073182841.42071032,	0.01452187,	7.83881172,	0.10647570,	0.10548075
1073185342.67133570,	0.05492590,	32.75129996,	0.10152783,	0.08538762
1073187843.92196095,	0.12807663,	73.61315512,	0.13349954,	0.03766305
1073190345.17258632,	-0.00225485,	-179.41453097,	0.22067009,	-0.22065857
1073192846.42321157,	0.04348849,	38.61024901,	0.06969092,	0.05445711
1073195347.67383695,	-0.03787713,	-23.57902254,	0.09468963,	0.08678392
1073197848.92446220,	0.05533350,	119.44354482,	0.06354033,	-0.03123425
1073200350.17508757,	0.14999525,	105.80211983,	0.15588653,	-0.04245037
1073202851.42571282,	0.05369783,	58.53782250,	0.06295285,	0.03285733
1073205352.67633820,	0.00160027,	0.72615197,	0.12627027,	0.12626013
1073207853.92696345,	-0.00042413,	-170.71885027,	0.00262978,	-0.00259535
1073210355.17758882,	0.00825654,	23.21893595,	0.02094263,	0.01924638
1073212856.42821407,	0.05527494,	152.02485118,	0.11783476,	-0.10406590
1073215357.67883944,	0.04102704,	105.66997561,	0.04261074,	-0.01150899
1073217858.92946470,	0.04833054,	57.58097680,	0.05725350,	0.03069401
1073220360.18009007,	0.08839738,	127.67629993,	0.11168668,	-0.06826287
1073222861.43071532,	0.02571447,	66.30250032,	0.02808237,	0.01128652
1073225362.68134069,	0.04623315,	33.58986099,	0.08356735,	0.06961320
1073227863.93196595,	0.05581339,	60.97600039,	0.06382930,	0.03096844
1073230365.18259132,	0.05903016,	90.95136498,	0.05903830,	-0.00098025
1073232866.43321657,	-0.01629874,	-108.69388714,	0.01720647,	-0.00551488
1073235367.68384194,	-0.07609347,	-75.46310808,	0.07861008,	0.01973139
1073237868.93446720,	0.15314963,	46.12101133,	0.21247017,	0.14727105
1073240370.18509257,	-0.01174833,	-166.66969829,	0.05095467,	-0.04958180
1073242871.43571782,	-0.02428769,	-164.38396540,	0.09022531,	-0.08689485
1073245372.68634319,	-0.02020374,	-163.59623145,	0.07154185,	-0.06862976
1073247873.93696845,	0.02246897,	152.66667447,	0.04893427,	-0.04347078
1073250375.18759382,	0.02143594,	47.55122718,	0.02905066,	0.01960719
1073252876.43821907,	0.00094605,	0.81533548,	0.06648354,	0.06647681
1073255377.68884444,	-0.04712684,	-19.23627809,	0.14304071,	0.13505445
1073257878.93946969,	0.09992763,	34.05557432,	0.17844322,	0.14783928
1073260380.19009507,	0.07080346,	109.80380507,	0.07525412,	-0.02549613
1073262881.44072032,	0.09161876,	56.62180252,	0.10971554,	0.06036143
1073265382.69134569,	-0.01377660,	-19.89214532,	0.04048957,	0.03807375
1073267883.94197094,	0.09743503,	78.32491658,	0.09949346,	0.02013364
1073270385.19259632,	0.01307786,	114.29012651,	0.01434803,	-0.00590217
1073272886.44322157,	0.01045545,	8.21704599,	0.07315426,	0.07240324
1073275387.69384694,	0.00303983,	10.36672573,	0.01689282,	0.01661706
1073277888.94447219,	0.07533589,	100.84612758,	0.07670616,	-0.01443396
1073280390.19509757,	-0.01831598,	-11.32205406,	0.09329485,	0.09147925
1073282891.44572282,	-0.03568770,	-15.89874127,	0.13027652,	0.12529309
1073285392.69634819,	-0.07204670,	-90.92193787,	0.07205603,	-0.00115939
1073287893.94697344,	0.13236031,	115.92355408,	0.14716870,	-0.06433797
1073290395.19759881,	-0.04992288,	-34.07650187,	0.08910037,	0.07380096
1073292896.44822407,	0.06137050,	140.49813701,	0.09647882,	-0.07444344
1073295397.69884944,	0.00389049,	17.55698342,	0.01289719,	0.01229640
1073297898.94947469,	0.00418530,	1.83551197,	0.13066699,	0.13059995
1073300400.20010006,	-0.03043907,	-17.22643158,	0.10278307,	0.09817241
1073302901.45072532,	0.04241967,	142.89063171,	0.07030826,	-0.05606980
1073305402.70135069,	-0.10044445,	-98.51399762,	0.10156371,	-0.01503661
1073307903.95197594,	0.02955794,	149.60381992,	0.05841763,	-0.05038798
1073310405.20260131,	-0.10742345,	-102.83807908,	0.11017768,	-0.02448110
1073312906.45322657,	0.10113098,	140.33179677,	0.15842789,	-0.12195049
1073315407.70385194,	0.04530409,	103.69254935,	0.04662930,	-0.01103771
1073317908.95447719,	0.04820295,	45.14996286,	0.06799154,	0.04795128
1073320410.20510256,	-0.07414151,	-32.55528038,	0.13778054,	0.11613145
1073322911.45572782,	-0.05008325,	-156.69465188,	0.12659073,	-0.11626212
1073325412.70635319,	0.07249418,	114.88719423,	0.07991526,	-0.03363099
1073327913.95697844,	0.04708541,	84.43896440,	0.04730806,	0.00458444
1073330415.20760381,	0.05984581,	135.67048309,	0.08564280,	-0.06126311
1073332916.45822906,	0.10893852,	97.23417961,	0.10981266,	-0.01382816
1073335417.70885444,	0.02640107,	54.88065117,	0.03227690,	0.01856830
1073337918.95947969,	0.12956089,	49.25820409,	0.17100171,	0.11160448
1073340420.21010506,	0.01713981,	121.19203953,	0.02003634,	-0.01037699
1073342921.46073031,	0.01459481,	28.66722085,	0.03042350,	0.02669421
1073345422.71135569,	0.07980572,	30.12398438,	0.15901581,	0.13753936
1073347923.96198094,	-0.04518031,	-65.00693420,	0.04984815,	0.02106127
1073350425.21260631,	-0.01606861,	-6.49401385,	0.14207508,	0.14116348
1073352926.46323156,	0.07207614,	32.53422710,	0.13401951,	0.11298788
1073355427.71385694,	0.06393936,	48.67075380,	0.08514722,	0.05622995
1073357928.96448219,	-0.03616747,	-154.30307049,	0.08340997,	-0.07516075
1073360430.21510756,	0.12485488,	118.64974088,	0.14227389,	-0.06821377
1073362931.46573281,	0.02755467,	23.38336280,	0.06942797,	0.06372584
1073365432.71635818,	0.07064451,	37.94257112,	0.11489317,	0.09060790
1073367933.96698344,	0.02362100,	121.18584118,	0.02761100,	-0.01429741
1073370435.21760881,	-0.11130130,	-111.08929116,	0.11929134,	-0.04292370
1073372936.46823406,	0.08488704,	87.75632882,	0.08495216,	0.00332583
1073375437.71885943,	0.04231110,	43.61855360,	0.06133341,	0.04440223
1073377938.96948469,	0.01354764,	18.67254269,	0.04231536,	0.04008804
1073380440.22011006,	0.00516623,	3.14749141,	0.09409148,	0.09394954
1073382941.47073531,	-0.07568783,	-120.18032181,	0.08755631,	-0.04401658
1073385442.72136068,	0.10638949,	52.92039329,	0.13335382,	0.08040223
1073387943.97198594,	0.02504695,	32.58105454,	0.04651312,	0.03919338
1073390445.22261131,	0.02449306,	89.40899422,	0.02449436,	0.00025265
1073392946.47323656,	0.14375345,	66.69995364,	0.15651812,	0.06191016
1073395447.72386193,	-0.03914584,	-58.81249999,	0.04575907,	0.02369589
1073397948.97448719,	-0.07646237,	-98.17053220,	0.07724647,	-0.01097826
1073400450.22511256,	0.08440752,	39.73568798,	0.13204211,	0.10154059
1073402951.47573781,	0.06426428,	153.00995483,	0.14160252,	-0.12617993
1073405452.72636318,	0.01789676,	71.76798866,	0.01884271,	0.00589524
1073407953.97698843,	0.00717158,	123.40685141,	0.00859097,	-0.00473002
