Frequency,	Imag,	phase,	LinMag,	Real
1072762631.07003498,	0.08564200,	43.39961160,	0.12464585,	0.09056510
1072765132.32066035,	0.01986601,	117.23686950,	0.02234340,	-0.01022591
1072767633.57128561,	-0.01948188,	-16.47480803,	0.06869645,	0.06587608
1072770134.82191098,	-0.04395880,	-137.91941948,	0.06559301,	-0.04868333
1072772636.07253623,	0.10109769,	48.36268683,	0.13527207,	0.08987653
1072775137.32316160,	0.01027367,	167.40654309,	0.04712006,	-0.04598643
1072777638.57378685,	0.07624251,	114.94432860,	0.08408624,	-0.03546232
1072780139.82441223,	-0.03503712,	-26.17910210,	0.07941710,	0.07127044
1072782641.07503748,	-0.00301050,	-178.12119031,	0.09182416,	-0.09177480
1072785142.32566285,	0.13965866,	103.99150561,	0.14392880,	-0.03479882
1072787643.57628810,	0.04019922,	125.69811825,	0.04950017,	-0.02888407
1072790144.82691348,	0.09725624,	126.69729401,	0.12129680,	-0.07248542
1072792646.07753873,	-0.01245535,	-5.92417922,	0.12067698,	0.12003249
1072795147.32816410,	-0.01853268,	-17.42962148,	0.06187168,	0.05903088
1072797648.57878935,	0.17850360,	122.49992684,	0.21164959,	-0.11371902
1072800149.82941472,	-0.11694309,	-65.07266425,	0.12895627,	0.05435101
1072802651.08003998,	-0.09983653,	-55.78718897,	0.12072790,	0.06788147
1072805152.33066535,	-0.10256803,	-58.58896632,	0.12018042,	0.06263491
1072807653.58129060,	-0.06277826,	-64.76113384,	0.06940367,	0.02959324
1072810154.83191597,	-0.13768665,	-50.40616188,	0.17867883,	0.11387937
1072812656.08254123,	0.00588894,	155.75026707,	0.01433827,	-0.01307312
1072815157.33316660,	-0.14692861,	-64.42655635,	0.16288612,	0.07031268
1072817658.58379185,	0.02712375,	140.91712195,	0.04302325,	-0.03339615
1072820159.83441722,	0.05576804,	35.34052655,	0.09641199,	0.07864602
1072822661.08504248,	0.00557340,	2.02192442,	0.15796772,	0.15786937
1072825162.33566785,	-0.03278538,	-58.41842301,	0.03848522,	0.02015517
1072827663.58629310,	0.07722855,	71.38957886,	0.08148961,	0.02600592
1072830164.83691847,	0.11357853,	65.45144532,	0.12486515,	0.05187700
1072832666.08754373,	-0.07485149,	-53.65993560,	0.09292387,	0.05506451
1072835167.33816910,	-0.03587699,	-37.39343314,	0.05907771,	0.04693631
1072837668.58879435,	-0.00265910,	-2.47682644,	0.06153149,	0.06147401
1072840169.83941972,	0.10485291,	109.79160695,	0.11143535,	-0.03773202
1072842671.09004498,	-0.08235083,	-125.38175398,	0.10100527,	-0.05848423
1072845172.34067035,	-0.02595423,	-26.49602910,	0.05817562,	0.05206516
1072847673.59129560,	0.03944070,	130.47775386,	0.05185076,	-0.03365907
1072850174.84192097,	-0.00118495,	-0.73468631,	0.09241315,	0.09240555
1072852676.09254622,	-0.00906770,	-2.75026165,	0.18897853,	0.18876086
1072855177.34317160,	0.05908235,	109.82159515,	0.06280325,	-0.02129611
1072857678.59379685,	-0.12962683,	-44.92772001,	0.18355172,	0.12995429
1072860179.84442222,	-0.06731585,	-117.40514672,	0.07582543,	-0.03490089
1072862681.09504747,	0.07801636,	137.84390078,	0.11624233,	-0.08617266
1072865182.34567285,	-0.03860791,	-166.41419658,	0.16435804,	-0.15975918
1072867683.59629810,	-0.11324948,	-116.75070615,	0.12682291,	-0.05708419
1072870184.84692347,	0.02399774,	102.68390604,	0.02459802,	-0.00540104
1072872686.09754872,	0.03738996,	127.94392610,	0.04741231,	-0.02915335
1072875187.34817409,	0.04440730,	125.81865857,	0.05476478,	-0.03204954
1072877688.59879935,	0.11315187,	84.39919695,	0.11369465,	0.01109624
1072880189.84942472,	0.01606437,	128.61848083,	0.02056057,	-0.01283250
1072882691.10004997,	0.00350191,	3.02981839,	0.06625425,	0.06616164
1072885192.35067534,	0.02598056,	40.18535469,	0.04026355,	0.03075978
1072887693.60130060,	-0.00167931,	-1.06843022,	0.09005988,	0.09004422
1072890194.85192597,	0.04029355,	27.59644250,	0.08698183,	0.07708611
1072892696.10255122,	0.07366544,	71.38841417,	0.07773044,	0.02480774
1072895197.35317659,	0.19629605,	102.82287068,	0.20131672,	-0.04467978
1072897698.60380185,	0.00866718,	29.96724633,	0.01735154,	0.01503183
1072900199.85442722,	0.07933430,	71.64687200,	0.08358600,	0.02631895
1072902701.10505247,	-0.03465126,	-61.65394609,	0.03937214,	0.01869372
1072905202.35567784,	0.04604649,	108.81141570,	0.04864486,	-0.01568574
1072907703.60630310,	0.05806483,	114.91650240,	0.06402402,	-0.02697313
1072910204.85692847,	0.00874470,	154.93471551,	0.02064130,	-0.01869742
1072912706.10755372,	0.09490281,	30.96124238,	0.18447139,	0.15818708
1072915207.35817909,	0.05573028,	85.54788438,	0.05589896,	0.00433921
1072917708.60880434,	0.03605073,	140.54421921,	0.05672969,	-0.04380186
1072920209.85942972,	-0.06395304,	-40.11650228,	0.09925296,	0.07590230
1072922711.11005497,	0.02280846,	152.55034462,	0.04947938,	-0.04390881
1072925212.36068034,	0.07927514,	39.68623510,	0.12414227,	0.09553406
1072927713.61130559,	0.02348365,	59.02295430,	0.02739022,	0.01409760
1072930214.86193097,	0.02172573,	83.63756961,	0.02186037,	0.00242251
1072932716.11255622,	-0.03253327,	-29.29187680,	0.06649501,	0.05799287
1072935217.36318159,	0.03648438,	22.18818294,	0.09660903,	0.08945499
1072937718.61380696,	-0.12806807,	-93.86070975,	0.12835936,	-0.00864258
1072940219.86443222,	-0.01966944,	-136.79050840,	0.02872843,	-0.02093887
1072942721.11505759,	0.10888636,	78.32146163,	0.11118810,	0.02250675
1072945222.36568284,	0.00268390,	168.74075592,	0.01374605,	-0.01348149
1072947723.61630821,	-0.00195667,	-4.04929682,	0.02770903,	0.02763986
1072950224.86693346,	-0.04596695,	-138.18048323,	0.06893804,	-0.05137600
1072952726.11755884,	-0.04219653,	-87.37749767,	0.04224077,	0.00193274
1072955227.36818409,	0.02031385,	155.05875231,	0.04817263,	-0.04368008
1072957728.61880946,	0.06113110,	139.00942130,	0.09319690,	-0.07034665
1072960229.86943471,	-0.05187856,	-44.92175248,	0.07346777,	0.05202046
1072962731.12006009,	-0.04030581,	-145.91585776,	0.07192203,	-0.05956694
1072965232.37068534,	0.02442754,	37.96102656,	0.03971149,	0.03130970
1072967733.62131071,	0.03965821,	20.35596885,	0.11400898,	0.10688907
1072970234.87193596,	0.09928070,	113.98302924,	0.10866193,	-0.04416738
1072972736.12256134,	0.07887425,	43.14923236,	0.11532993,	0.08414182
1072975237.37318659,	0.08305416,	44.16455917,	0.11920710,	0.08551223
1072977738.62381196,	-0.00925103,	-23.19574071,	0.02348732,	0.02158871
1072980239.87443721,	0.14669921,	116.76367599,	0.16430047,	-0.07398640
1072982741.12506258,	-0.02516705,	-121.87503780,	0.02963612,	-0.01564990
1072985242.37568784,	-0.04382999,	-135.29896893,	0.06231095,	-0.04428980
1072987743.62631321,	0.06765673,	102.53466125,	0.06930871,	-0.01504208
1072990244.87693846,	-0.00311051,	-171.96180444,	0.02224444,	-0.02202589
1072992746.12756383,	0.03119919,	138.98857229,	0.04754455,	-0.03587610
1072995247.37818909,	0.01819431,	10.36835434,	0.10109306,	0.09944232
1072997748.62881446,	-0.06555308,	-69.86840445,	0.06981868,	0.02403002
1073000249.87943971,	-0.04578321,	-156.64779420,	0.11550268,	-0.10604135
1073002751.13006508,	-0.04490073,	-30.83465436,	0.08760053,	0.07521820
1073005252.38069034,	-0.08185083,	-80.91027035,	0.08289177,	0.01309533
1073007753.63131571,	0.08145197,	98.72260464,	0.08240505,	-0.01249679
1073010254.88194096,	-0.01165872,	-156.24824230,	0.02894601,	-0.02649425
1073012756.13256633,	0.05116526,	85.00656210,	0.05136019,	0.00447048
1073015257.38319159,	-0.02593191,	-164.77405223,	0.09874076,	-0.09527472
1073017758.63381696,	-0.11859000,	-115.78117446,	0.13169911,	-0.05728059
1073020259.88444221,	-0.03299046,	-145.21888679,	0.05783307,	-0.04750045
1073022761.13506758,	0.05379483,	82.21007658,	0.05429589,	0.00735934
1073025262.38569283,	0.08574099,	50.10280121,	0.11175884,	0.07168347
1073027763.63631821,	0.06764250,	36.10240997,	0.11479806,	0.09275283
1073030264.88694346,	-0.09866371,	-98.73446579,	0.09982137,	-0.01515841
1073032766.13756883,	-0.06893554,	-124.26240846,	0.08340983,	-0.04695839
1073035267.38819408,	0.07587598,	78.56195692,	0.07741343,	0.01535172
1073037768.63881946,	0.07153947,	90.74276572,	0.07154548,	-0.00092747
1073040269.88944471,	0.09771160,	81.41120104,	0.09881981,	0.01475795
1073042771.14007008,	-0.04167674,	-105.56941511,	0.04326428,	-0.01161238
1073045272.39069533,	0.00036572,	0.35066587,	0.05975577,	0.05975465
1073047773.64132071,	0.10479560,	36.98354439,	0.17419897,	0.13915159
1073050274.89194596,	-0.09089939,	-78.07138845,	0.09290560,	0.01920292
1073052776.14257133,	-0.13854524,	-49.45900547,	0.18231050,	0.11850036
1073055277.39319658,	0.00671020,	167.37274991,	0.03069523,	-0.02995281
1073057778.64382195,	-0.02108642,	-167.05356649,	0.09411901,	-0.09172650
1073060279.89444721,	0.16186163,	55.00090380,	0.19759438,	0.11333293
1073062781.14507258,	0.06741904,	96.06554711,	0.06779860,	-0.00716402
1073065282.39569783,	0.06107819,	126.18132217,	0.07567117,	-0.04467191
1073067783.64632320,	-0.01162747,	-41.49719969,	0.01754870,	0.01314376
1073070284.89694846,	-0.09560379,	-74.15362315,	0.09938052,	0.02713675
1073072786.14757383,	0.01791401,	28.39234004,	0.03767352,	0.03314185
1073075287.39819908,	0.09337294,	94.89674383,	0.09371499,	-0.00799954
1073077788.64882445,	-0.00260124,	-177.75433667,	0.06638498,	-0.06633399
1073080289.89944971,	-0.02410072,	-124.71793350,	0.02932083,	-0.01669929
1073082791.15007508,	0.07397936,	119.80095068,	0.08525352,	-0.04237001
1073085292.40070033,	0.06984426,	54.87935748,	0.08539018,	0.04912497
1073087793.65132570,	-0.01648438,	-38.95149330,	0.02622136,	0.02039179
1073090294.90195096,	0.05392658,	124.24519553,	0.06523611,	-0.03671068
1073092796.15257633,	0.02055371,	172.26092672,	0.15263186,	-0.15124163
1073095297.40320158,	-0.00943251,	-161.17483973,	0.02923166,	-0.02766799
1073097798.65382695,	-0.03493449,	-46.65906853,	0.04803427,	0.03296775
1073100299.90445220,	0.10548320,	71.51164543,	0.11122367,	0.03527035
1073102801.15507758,	0.07022695,	79.64214621,	0.07139033,	0.01283567
1073105302.40570283,	0.08787324,	47.65997318,	0.11888245,	0.08007079
1073107803.65632820,	0.01862511,	8.61956648,	0.12427261,	0.12286898
1073110304.90695345,	-0.06587728,	-36.48235267,	0.11079723,	0.08908541
1073112806.15757883,	0.08185866,	96.99726054,	0.08247292,	-0.01004701
1073115307.40820408,	0.06882992,	65.99255012,	0.07534809,	0.03065578
1073117808.65882945,	0.09605140,	107.62842151,	0.10078417,	-0.03052175
1073120309.90945470,	-0.04407385,	-36.30215299,	0.07444361,	0.05999456
1073122811.16008007,	0.02296292,	16.31739479,	0.08173077,	0.07843866
1073125312.41070533,	-0.02769255,	-143.68097337,	0.04675577,	-0.03767261
1073127813.66133070,	0.14118172,	122.98647192,	0.16831410,	-0.09163710
1073130314.91195595,	0.07526203,	43.21318619,	0.10991734,	0.08010897
1073132816.16258132,	0.06069740,	52.46272875,	0.07654562,	0.04663751
1073135317.41320658,	0.05599220,	101.31035454,	0.05710115,	-0.01119887
1073137818.66383195,	0.08530886,	91.12900511,	0.08532543,	-0.00168122
1073140319.91445720,	0.10755169,	53.77264850,	0.13332662,	0.07879481
1073142821.16508257,	-0.03993344,	-26.41303456,	0.08977055,	0.08039945
1073145322.41570783,	-0.05436617,	-36.63285245,	0.09111367,	0.07311649
1073147823.66633320,	0.04042537,	120.20161596,	0.04677452,	-0.02352965
1073150324.91695845,	0.09262344,	58.40587408,	0.10874096,	0.05696923
1073152826.16758382,	0.16540301,	111.36855241,	0.17761284,	-0.06471603
1073155327.41820908,	0.02689456,	17.62834429,	0.08880742,	0.08463711
1073157828.66883445,	-0.04366243,	-18.34308691,	0.13874021,	0.13169070
1073160329.91945970,	0.15113264,	67.02403070,	0.16415531,	0.06407721
1073162831.17008507,	0.04437589,	30.82507627,	0.08660083,	0.07436723
1073165332.42071032,	0.18491049,	68.92930483,	0.19815995,	0.07124238
1073167833.67133570,	-0.01351006,	-173.67162357,	0.12256629,	-0.12181943
1073170334.92196095,	0.08392347,	116.96652590,	0.09416150,	-0.04269940
1073172836.17258632,	0.09185962,	50.06593850,	0.11979861,	0.07689939
1073175337.42321157,	-0.00554164,	-10.27482097,	0.03106823,	0.03057001
1073177838.67383695,	0.11588931,	73.89917839,	0.12062063,	0.03345153
1073180339.92446220,	0.02451377,	14.74090539,	0.09634083,	0.09316990
1073182841.17508757,	-0.01405453,	-7.88024843,	0.10251069,	0.10154266
1073185342.42571282,	0.13461086,	81.63771201,	0.13605739,	0.01978708
1073187843.67633820,	0.10791173,	41.23719428,	0.16370657,	0.12310524
1073190344.92696345,	-0.06356210,	-120.52374128,	0.07378768,	-0.03747642
1073192846.17758882,	-0.01139867,	-25.10339927,	0.02686763,	0.02432981
1073195347.42821407,	-0.01473241,	-163.65074158,	0.05233690,	-0.05022058
1073197848.67883944,	-0.13214830,	-120.15004923,	0.15282330,	-0.07675799
1073200349.92946470,	0.00730090,	22.86057079,	0.01879304,	0.01731690
1073202851.18009007,	0.04171391,	62.66368038,	0.04695787,	0.02156365
1073205352.43071532,	0.04263388,	22.04114409,	0.11360786,	0.10530479
1073207853.68134069,	0.06744129,	72.98802792,	0.07052731,	0.02063428
1073210354.93196595,	0.02595342,	12.06685586,	0.12414762,	0.12140450
1073212856.18259132,	-0.02268420,	-120.78503488,	0.02640480,	-0.01351447
1073215357.43321657,	0.00217621,	1.61055614,	0.07742937,	0.07739878
1073217858.68384194,	0.02506836,	26.17552802,	0.05682857,	0.05100062
1073220359.93446720,	0.16348474,	75.14140716,	0.16914052,	0.04337344
1073222861.18509257,	-0.04003441,	-112.95485065,	0.04347727,	-0.01695638
1073225362.43571782,	0.00287527,	22.20928915,	0.00760671,	0.00704236
1073227863.68634319,	0.01141087,	8.07650255,	0.08121890,	0.08041332
1073230364.93696845,	0.05654421,	141.54370831,	0.09091915,	-0.07119723
1073232866.18759382,	-0.00211365,	-4.87040685,	0.02489514,	0.02480525
1073235367.43821907,	-0.18207860,	-106.91324859,	0.19031021,	-0.05536570
1073237868.68884444,	0.00654047,	177.52403276,	0.15139856,	-0.15125722
1073240369.93946969,	0.02667254,	30.19781799,	0.05302829,	0.04583203
1073242871.19009507,	-0.00900308,	-3.61996199,	0.14259311,	0.14230861
1073245372.44072032,	-0.04190277,	-155.53199855,	0.10116922,	-0.09208349
1073247873.69134569,	0.03708527,	48.84538900,	0.04925418,	0.03241384
1073250374.94197094,	0.13162142,	65.78177247,	0.14432337,	0.05920335
1073252876.19259632,	-0.00512461,	-149.86315243,	0.01020703,	-0.00882733
1073255377.44322157,	0.12627411,	55.84725399,	0.15258902,	0.08566364
1073257878.69384694,	0.03180954,	16.81068506,	0.10998758,	0.10528732
1073260379.94447219,	-0.04770330,	-111.97938144,	0.05144219,	-0.01925342
1073262881.19509757,	-0.06830648,	-48.00408210,	0.09190954,	0.06149462
1073265382.44572282,	-0.01242693,	-14.55907052,	0.04943523,	0.04784781
1073267883.69634819,	0.08511196,	141.35294493,	0.13628354,	-0.10643851
1073270384.94697344,	-0.03944719,	-62.29895395,	0.04455371,	0.02071116
1073272886.19759881,	-0.05040275,	-150.55084891,	0.10251735,	-0.08927132
1073275387.44822407,	0.08293471,	69.03384630,	0.08881497,	0.03177945
1073277888.69884944,	0.05841317,	69.76884172,	0.06225392,	0.02152794
1073280389.94947469,	-0.04023569,	-19.57028524,	0.12011983,	0.11318067
1073282891.20010006,	-0.01810176,	-8.87884631,	0.11728068,	0.11587530
1073285392.45072532,	0.05344345,	130.55159969,	0.07033692,	-0.04572832
1073287893.70135069,	0.03047218,	19.14243996,	0.09292630,	0.08778806
1073290394.95197594,	0.17204261,	83.31960794,	0.17321867,	0.02015067
1073292896.20260131,	-0.11060211,	-76.64895951,	0.11367432,	0.02624929
1073295397.45322657,	-0.03312667,	-164.67403415,	0.12533256,	-0.12087545
1073297898.70385194,	0.02022373,	48.53637349,	0.02698741,	0.01786957
1073300399.95447719,	0.08248504,	41.53690929,	0.12439262,	0.09311145
1073302901.20510256,	0.00349195,	1.79961424,	0.11119440,	0.11113956
1073305402.45572782,	0.18107986,	84.66827414,	0.18186673,	0.01689941
1073307903.70635319,	0.02347293,	21.76005700,	0.06331705,	0.05880537
1073310404.95697844,	0.06574447,	33.06893972,	0.12048884,	0.10097142
1073312906.20760381,	-0.07787801,	-49.16964534,	0.10292492,	0.06729453
1073315407.45822906,	-0.10350468,	-58.34654881,	0.12159315,	0.06380969
1073317908.70885444,	0.01911520,	171.51108858,	0.12949100,	-0.12807235
1073320409.95947969,	0.07722890,	59.73508699,	0.08941590,	0.04506551
1073322911.21010506,	-0.00987901,	-6.66205623,	0.08515438,	0.08457939
1073325412.46073031,	-0.04913684,	-59.35556059,	0.05711282,	0.02911091
1073327913.71135569,	-0.02779706,	-41.75272608,	0.04174253,	0.03114100
1073330414.96198094,	-0.03186891,	-134.76576548,	0.04488632,	-0.03160940
1073332916.21260631,	-0.06626562,	-155.40921918,	0.15924088,	-0.14479822
1073335417.46323156,	0.12686925,	105.14517219,	0.13143436,	-0.03433928
1073337918.71385694,	-0.06359312,	-110.33469936,	0.06781974,	-0.02356760
1073340419.96448219,	0.06059650,	107.80356767,	0.06364441,	-0.01945957
1073342921.21510756,	0.00182157,	8.90635078,	0.01176577,	0.01162391
1073345422.46573281,	0.02671437,	101.23979955,	0.02723677,	-0.00530887
1073347923.71635818,	0.14290075,	79.63108981,	0.14527317,	0.02614705
1073350424.96698344,	-0.02984998,	-44.68045386,	0.04245166,	0.03018480
1073352926.21760881,	-0.01606388,	-159.17199526,	0.04517861,	-0.04222627
1073355427.46823406,	-0.08909326,	-73.67524691,	0.09283604,	0.02609448
1073357928.71885943,	0.04704449,	36.22705358,	0.07960330,	0.06421450
1073360429.96948469,	0.08036970,	42.50622943,	0.11894809,	0.08768899
1073362931.22011006,	0.03213509,	164.15318485,	0.11768234,	-0.11320984
1073365432.47073531,	0.03706353,	21.57736316,	0.10078262,	0.09371996
1073367933.72136068,	0.00611729,	34.61728348,	0.01076814,	0.00886180
1073370434.97198594,	0.12190717,	58.51177203,	0.14295811,	0.07467036
1073372936.22261131,	-0.01384025,	-24.22383780,	0.03373183,	0.03076172
1073375437.47323656,	0.02083442,	26.01673655,	0.04749845,	0.04268524
1073377938.72386193,	-0.02344630,	-103.45928971,	0.02410843,	-0.00561134
1073380439.97448719,	0.11399977,	103.00006236,	0.11699846,	-0.02631905
1073382941.22511256,	-0.00533300,	-3.35349351,	0.09116856,	0.09101245
1073385442.47573781,	0.06222516,	123.72507907,	0.07481583,	-0.04153839
1073387943.72636318,	0.03089574,	152.01646263,	0.06584520,	-0.05814674
1073390444.97698843,	0.12506776,	75.01016002,	0.12947352,	0.03348804
