Frequency,	Imag,	phase,	LinMag,	Real
997248124.57128561,	0.02857494,	134.07953522,	0.03977720,	-0.02767126
997253127.07253623,	0.04516641,	99.79205062,	0.04583415,	-0.00779514
997258129.57378685,	0.00867739,	50.15060572,	0.01130264,	0.00724241
997263132.07503748,	0.03514850,	50.82034885,	0.04534302,	0.02864563
997268134.57628810,	0.00600054,	32.73888133,	0.01109544,	0.00933286
997273137.07753873,	-0.00456981,	-77.54435757,	0.00467996,	0.00100939
997278139.57878935,	-0.05541001,	-51.32211881,	0.07097735,	0.04435668
997283142.08003998,	0.05586830,	58.28508701,	0.06567531,	0.03452506
997288144.58129060,	0.01421828,	35.00733964,	0.02478429,	0.02030028
997293147.08254123,	-0.00163993,	-42.21343155,	0.00244076,	0.00180774
997298149.58379185,	0.03853387,	100.90039447,	0.03924190,	-0.00742073
997303152.08504248,	0.02486845,	60.22287959,	0.02865148,	0.01422911
997308154.58629310,	-0.00856824,	-12.55727503,	0.03940952,	0.03846681
997313157.08754373,	0.02989590,	128.78393055,	0.03835198,	-0.02402312
997318159.58879435,	0.01671011,	23.82763077,	0.04136304,	0.03783746
997323162.09004498,	-0.01422740,	-60.84753536,	0.01629104,	0.00793594
997328164.59129560,	0.05429635,	60.66779272,	0.06228116,	0.03050984
997333167.09254622,	0.02288379,	87.41851187,	0.02290704,	0.00103174
997338169.59379685,	0.00434235,	4.48735552,	0.05550103,	0.05533090
997343172.09504747,	-0.02136246,	-87.90013239,	0.02137681,	0.00078328
997348174.59629810,	0.00561845,	7.32127124,	0.04408948,	0.04373003
997353177.09754872,	-0.05758916,	-62.17959944,	0.06511555,	0.03038953
997358179.59879935,	0.02018216,	52.84010680,	0.02532416,	0.01529684
997363182.10004997,	0.05852685,	91.40565328,	0.05854447,	-0.00143614
997368184.60130060,	0.02014057,	110.47302235,	0.02149848,	-0.00751944
997373187.10255122,	0.04350061,	104.86952288,	0.04500780,	-0.01154984
997378189.60380185,	0.01570508,	89.88043774,	0.01570512,	0.00003277
997383192.10505247,	0.00500435,	167.60997945,	0.02332321,	-0.02278000
997388194.60630310,	-0.01068352,	-57.01774368,	0.01273608,	0.00693326
997393197.10755372,	0.01704322,	34.80992645,	0.02985555,	0.02451291
997398199.60880434,	0.01147231,	136.79608015,	0.01675776,	-0.01221510
997403202.11005497,	0.01232198,	132.63250465,	0.01674836,	-0.01134355
997408204.61130559,	-0.01302731,	-152.13067364,	0.02786848,	-0.02463619
997413207.11255622,	-0.06413379,	-111.95735325,	0.06914974,	-0.02585622
997418209.61380696,	-0.00574451,	-130.95317771,	0.00760615,	-0.00498539
997423212.11505759,	0.01061031,	16.81754694,	0.03667262,	0.03510417
997428214.61630821,	0.01152216,	143.66563505,	0.01944680,	-0.01566582
997433217.11755884,	0.02034174,	113.75065251,	0.02222396,	-0.00895086
997438219.61880946,	0.01534664,	85.75230125,	0.01538892,	0.00113983
997443222.12006009,	-0.00241271,	-176.02530405,	0.03480739,	-0.03472367
997448224.62131071,	0.00699497,	136.67749601,	0.01019520,	-0.00741704
997453227.12256134,	0.00133665,	177.20026821,	0.02736506,	-0.02733239
997458229.62381196,	0.01609683,	36.34180830,	0.02716301,	0.02187970
997463232.12506258,	-0.02172023,	-45.07390530,	0.03067750,	0.02166427
997468234.62631321,	0.03417518,	40.88271018,	0.05221469,	0.03947697
997473237.12756383,	0.04308685,	89.35219711,	0.04308961,	0.00048717
997478239.62881446,	-0.02186091,	-44.82044668,	0.03101333,	0.02199835
997483242.13006508,	-0.03262636,	-35.47715047,	0.05621568,	0.04577907
997488244.63131571,	0.07728665,	68.25059597,	0.08321009,	0.03083331
997493247.13256633,	-0.00064044,	-21.29107187,	0.00176378,	0.00164339
997498249.63381696,	0.01208410,	27.46576032,	0.02620038,	0.02324725
997503252.13506758,	0.02067826,	25.94305714,	0.04726701,	0.04250387
997508254.63631821,	0.04069447,	49.97702020,	0.05314074,	0.03417454
997513257.13756883,	0.00960718,	32.60408968,	0.01782968,	0.01501997
997518259.63881946,	0.03628208,	96.82886164,	0.03654131,	-0.00434491
997523262.14007008,	0.05042177,	63.64990887,	0.05626809,	0.02497486
997528264.64132071,	0.01981685,	53.27629205,	0.02472383,	0.01478378
997533267.14257133,	0.00666710,	77.63356672,	0.00682546,	0.00146176
997538269.64382195,	-0.00911255,	-165.57105566,	0.03657027,	-0.03541675
997543272.14507258,	0.02549228,	37.43816629,	0.04193466,	0.03329653
997548274.64632320,	0.01684229,	155.86063875,	0.04118349,	-0.03758213
997553277.14757383,	0.03623797,	86.29560795,	0.03631385,	0.00234619
997558279.64882445,	0.03509879,	84.59552608,	0.03525552,	0.00332058
997563282.15007508,	0.03421516,	35.95864075,	0.05826821,	0.04716469
997568284.65132570,	0.06415225,	92.90563245,	0.06423483,	-0.00325614
997573287.15257633,	-0.02271503,	-83.94354316,	0.02284253,	0.00241008
997578289.65382695,	0.04558351,	135.03550155,	0.06450479,	-0.04564003
997583292.15507758,	-0.01853829,	-156.37583796,	0.04626067,	-0.04238374
997588294.65632820,	0.03058504,	29.77216061,	0.06159480,	0.05346471
997593297.15757883,	0.04443351,	85.55811549,	0.04456737,	0.00345165
997598299.65882945,	0.03864761,	110.99234037,	0.04139507,	-0.01482950
997603302.16008008,	-0.01286606,	-136.58421857,	0.01872005,	-0.01359797
997608304.66133070,	-0.01126171,	-11.64191480,	0.05580784,	0.05465975
997613307.16258132,	0.09249596,	96.04972472,	0.09301397,	-0.00980288
997618309.66383195,	0.01401831,	32.98026227,	0.02575238,	0.02160259
997623312.16508257,	0.05517247,	57.38647432,	0.06550020,	0.03530262
997628314.66633320,	0.02483184,	33.08528467,	0.04548900,	0.03811336
997633317.16758382,	-0.00707304,	-58.79951785,	0.00826908,	0.00428367
997638319.66883445,	-0.02739186,	-126.28721359,	0.03398239,	-0.02011191
997643322.17008507,	0.02449651,	32.94685878,	0.04504185,	0.03779801
997648324.67133570,	0.04495506,	106.36955109,	0.04685435,	-0.01320504
997653327.17258632,	0.05367951,	103.97801352,	0.05531755,	-0.01336193
997658329.67383695,	0.05591059,	92.19805130,	0.05595176,	-0.00214596
997663332.17508757,	0.04489001,	65.17159721,	0.04946179,	0.02076911
997668334.67633820,	0.02159257,	81.20529643,	0.02184947,	0.00334066
997673337.17758882,	0.00983803,	123.74406661,	0.01183128,	-0.00657209
997678339.67883944,	0.00201823,	12.69039696,	0.00918704,	0.00896261
997683342.18009007,	0.05460709,	61.23552340,	0.06229382,	0.02997643
997688344.68134069,	0.02239588,	150.89226623,	0.04603911,	-0.04022468
997693347.18259132,	-0.01813069,	-29.15278640,	0.03721864,	0.03250392
997698349.68384194,	-0.01113020,	-126.61450030,	0.01386653,	-0.00827039
997703352.18509257,	-0.02864561,	-96.56338133,	0.02883459,	-0.00329586
997708354.68634319,	-0.00044138,	-174.46181394,	0.00457343,	-0.00455208
997713357.18759382,	0.00824081,	17.56092615,	0.02731278,	0.02603991
997718359.68884444,	-0.01186234,	-31.41924265,	0.02275547,	0.01941897
997723362.19009507,	0.05905011,	66.82362140,	0.06423394,	0.02528010
997728364.69134569,	0.00428316,	6.33683654,	0.03880612,	0.03856902
997733367.19259632,	0.03177863,	81.68109065,	0.03211656,	0.00464671
997738369.69384694,	0.00088629,	2.15025299,	0.02362163,	0.02360499
997743372.19509757,	0.03492496,	96.88953573,	0.03517898,	-0.00421991
997748374.69634819,	-0.02529333,	-43.11505606,	0.03700746,	0.02701481
997753377.19759881,	0.03413950,	71.71658363,	0.03595462,	0.01127960
997758379.69884944,	0.00858617,	56.41043467,	0.01030725,	0.00570238
997763382.20010006,	0.04649269,	68.35608184,	0.05001935,	0.01844900
997768384.70135069,	-0.00899777,	-81.77079580,	0.00909138,	0.00130128
997773387.20260131,	-0.04018212,	-106.95822945,	0.04200876,	-0.01225288
997778389.70385194,	-0.01014937,	-139.82752794,	0.01573324,	-0.01202187
997783392.20510256,	0.00595092,	170.92771964,	0.03774040,	-0.03726828
997788394.70635319,	0.05133329,	129.30920827,	0.06634450,	-0.04202959
997793397.20760381,	0.07454307,	78.28881723,	0.07612781,	0.01545230
997798399.70885444,	0.01135149,	138.04269990,	0.01697859,	-0.01262602
997803402.21010506,	-0.01017127,	-148.26249799,	0.01933597,	-0.01644460
997808404.71135569,	0.01355488,	141.36957220,	0.02171232,	-0.01696143
997813407.21260631,	0.01030929,	17.71331298,	0.03388377,	0.03227737
997818409.71385694,	-0.00091889,	-1.81351806,	0.02903614,	0.02902159
997823412.21510756,	0.03841022,	126.90235063,	0.04803318,	-0.02884167
997828414.71635818,	0.05443935,	109.72584637,	0.05783309,	-0.01951982
997833417.21760881,	-0.00907953,	-13.87945098,	0.03785034,	0.03674521
997838419.71885943,	0.04858667,	79.74545538,	0.04937536,	0.00878988
997843422.22011006,	0.00277894,	123.67933660,	0.00333946,	-0.00185188
997848424.72136068,	-0.02447577,	-161.22569964,	0.07604924,	-0.07200294
997853427.22261131,	-0.01635714,	-154.77365065,	0.03837945,	-0.03471924
997858429.72386193,	-0.02974563,	-75.13184697,	0.03077605,	0.00789700
997863432.22511256,	-0.00150993,	-178.60199898,	0.06188913,	-0.06187071
997868434.72636318,	0.03752124,	42.95053826,	0.05506761,	0.04030631
997873437.22761381,	-0.01934203,	-24.85811051,	0.04601163,	0.04174873
997878439.72886443,	0.01816062,	148.50002452,	0.03475730,	-0.02963547
997883442.23011506,	0.03946567,	50.71440022,	0.05098927,	0.03228571
997888444.73136568,	0.00014445,	0.23606610,	0.03506056,	0.03506026
997893447.23261631,	-0.00319773,	-173.91525810,	0.03016750,	-0.02999754
997898449.73386693,	0.03962178,	38.83986747,	0.06317793,	0.04920940
997903452.23511755,	-0.00278181,	-147.04578289,	0.00511392,	-0.00429112
997908454.73636818,	-0.00587178,	-157.78684689,	0.01553162,	-0.01437892
997913457.23761880,	0.00455736,	161.24637827,	0.01417533,	-0.01342276
997918459.73886943,	0.03987638,	27.07486601,	0.08761068,	0.07800965
997923462.24012005,	0.02507382,	34.78746876,	0.04394799,	0.03609334
997928464.74137068,	0.03719827,	50.14547733,	0.04845581,	0.03105245
997933467.24262130,	0.03667422,	128.10090451,	0.04660445,	-0.02875720
997938469.74387193,	0.07354591,	66.54727533,	0.08016875,	0.03190654
997943472.24512255,	0.03477338,	76.89252259,	0.03570358,	0.00809680
997948474.74637318,	0.03388039,	89.25756956,	0.03388323,	0.00043904
997953477.24762380,	-0.00795391,	-165.07801858,	0.03088856,	-0.02984692
997958479.74887443,	0.06957035,	52.05960003,	0.08821439,	0.05423786
997963482.25012505,	0.02316842,	40.43903015,	0.03571853,	0.02718526
997968484.75137567,	0.06510774,	120.27364294,	0.07538868,	-0.03800572
997973487.25262630,	0.03855768,	79.99764369,	0.03915278,	0.00680039
997978489.75387692,	0.02631414,	77.73370092,	0.02692890,	0.00572120
997983492.25512755,	-0.00791004,	-31.78653986,	0.01501652,	0.01276429
997988494.75637817,	-0.01522307,	-12.33280991,	0.07127243,	0.06962771
997993497.25762880,	0.04573150,	96.29439324,	0.04600886,	-0.00504427
997998499.75887942,	-0.00288437,	-6.66649765,	0.02484601,	0.02467802
998003502.26013005,	0.05522721,	105.51363577,	0.05731539,	-0.01533001
998008504.76138067,	-0.00694175,	-12.28341109,	0.03262907,	0.03188210
998013507.26263130,	0.00539654,	14.44551345,	0.02163294,	0.02094902
998018509.76388192,	0.01411374,	44.96189815,	0.01997313,	0.01413252
998023512.26513255,	0.05926793,	104.63446825,	0.06125521,	-0.01547622
998028514.76638317,	0.01802894,	42.62241929,	0.02662418,	0.01959093
998033517.26763380,	-0.01600371,	-142.67449274,	0.02639385,	-0.02098849
998038519.76888442,	0.01457596,	16.01566933,	0.05283056,	0.05078001
998043522.27013504,	0.03876299,	106.56100910,	0.04044059,	-0.01152703
998048524.77138567,	0.04188464,	68.50545639,	0.04501534,	0.01649419
998053527.27263629,	-0.00599326,	-20.55401615,	0.01707043,	0.01598376
998058529.77388692,	0.05573345,	85.30163239,	0.05592136,	0.00458052
998063532.27513754,	0.01846515,	34.58345309,	0.03253163,	0.02678330
998068534.77638817,	0.02315562,	39.87997003,	0.03611399,	0.02771349
998073537.27763879,	0.01760048,	124.11358919,	0.02125848,	-0.01192251
998078539.77888942,	0.03591689,	90.25841067,	0.03591726,	-0.00016199
998083542.28014004,	-0.00259137,	-4.14214612,	0.03587605,	0.03578234
998088544.78139067,	0.05398318,	113.11198047,	0.05869399,	-0.02303912
998093547.28264129,	-0.02535152,	-19.63552758,	0.07544294,	0.07105588
998098549.78389192,	0.04559233,	75.62503679,	0.04706588,	0.01168489
998103552.28514254,	0.01084640,	86.16322657,	0.01087076,	0.00072741
998108554.78639317,	-0.02620209,	-151.22408782,	0.05443061,	-0.04770892
998113557.28764379,	-0.04429996,	-117.28636177,	0.04984657,	-0.02285156
998118559.78889441,	-0.02000371,	-48.74359423,	0.02660896,	0.01754674
998123562.29014504,	0.06637157,	88.32969630,	0.06639979,	0.00193543
998128564.79139566,	0.05230080,	63.18751160,	0.05860115,	0.02643334
998133567.29264629,	0.03652028,	35.75372685,	0.06250236,	0.05072292
998138569.79389691,	0.01256395,	161.52517197,	0.03964793,	-0.03760460
998143572.29514754,	0.02086475,	109.46630708,	0.02212973,	-0.00737479
998148574.79639816,	0.04213620,	107.95897373,	0.04429433,	-0.01365753
998153577.29764879,	0.02095139,	121.29718079,	0.02451934,	-0.01273723
998158579.79889941,	0.00564843,	102.89934678,	0.00579466,	-0.00129360
998163582.30015004,	0.03857045,	63.52284731,	0.04309007,	0.01921132
998168584.80140066,	0.02794322,	95.72574867,	0.02808333,	-0.00280179
998173587.30265129,	0.00371654,	3.83458749,	0.05557336,	0.05544895
998178589.80390191,	0.02397979,	56.08031327,	0.02889756,	0.01612571
998183592.30515254,	0.05002333,	105.40840421,	0.05188839,	-0.01378662
998188594.80640316,	0.05851276,	92.67039188,	0.05857637,	-0.00272909
998193597.30765378,	0.06088160,	117.02418483,	0.06834373,	-0.03105310
998198599.80890441,	0.02368273,	149.43581045,	0.04657340,	-0.04010250
998203602.31015503,	-0.00223809,	-112.16604644,	0.00241670,	-0.00091180
998208604.81140566,	0.03473261,	69.58404758,	0.03706057,	0.01292795
998213607.31265628,	-0.01558526,	-18.32332910,	0.04957476,	0.04706119
998218609.81390691,	0.02455860,	24.99207696,	0.05812785,	0.05268512
998223612.31515753,	0.01835389,	56.59070924,	0.02198706,	0.01210643
998228614.81640816,	0.02346925,	27.37485234,	0.05104118,	0.04532545
998233617.31765878,	0.01736874,	68.41269395,	0.01867892,	0.00687232
998238619.81890941,	0.05154961,	140.55561860,	0.08113846,	-0.06265850
998243622.32016003,	0.04769256,	53.67608278,	0.05919533,	0.03506433
998248624.82141066,	-0.01903331,	-21.81715421,	0.05121356,	0.04754537
998253627.32266128,	0.04071358,	97.63707627,	0.04107795,	-0.00545917
998258629.82391190,	0.01159443,	26.83840722,	0.02568118,	0.02291489
998263632.32516253,	0.00570384,	166.94821549,	0.02525704,	-0.02460456
998268634.82641315,	-0.01667110,	-41.64436802,	0.02508800,	0.01874785
998273637.32766378,	0.01976817,	54.76876280,	0.02420106,	0.01396105
998278639.82891440,	0.02594790,	45.50642680,	0.03637578,	0.02549321
998283642.33016503,	0.04357587,	96.03148635,	0.04381844,	-0.00460422
998288644.83141565,	0.01291012,	38.22471224,	0.02086493,	0.01639128
998293647.33266628,	0.00564698,	20.48836249,	0.01613343,	0.01511289
998298649.83391690,	0.00362895,	150.45483842,	0.00735931,	-0.00640236
998303652.33516753,	0.01006713,	162.57294452,	0.03361409,	-0.03207117
998308654.83641815,	0.00832654,	12.22645553,	0.03931768,	0.03842588
998313657.33766878,	0.01433797,	101.96862648,	0.01465659,	-0.00303942
998318659.83891940,	0.01219078,	15.01950813,	0.04704179,	0.04543473
998323662.34017003,	0.04305825,	73.18380967,	0.04498177,	0.01301333
998328664.84142077,	-0.01457850,	-11.26633892,	0.07461995,	0.07318199
998333667.34267139,	-0.03757086,	-41.31158458,	0.05691230,	0.04274858
998338669.84392202,	0.01452418,	121.92101528,	0.01711187,	-0.00904790
998343672.34517264,	-0.03978497,	-41.20777244,	0.06039084,	0.04543357
998348674.84642327,	0.00049401,	2.40342034,	0.01178032,	0.01176996
998353677.34767389,	0.02204931,	39.28473053,	0.03482343,	0.02695365
998358679.84892452,	0.04220754,	55.20565544,	0.05139704,	0.02932882
998363682.35017514,	0.05214845,	94.83889108,	0.05233498,	-0.00441468
998368684.85142577,	0.09869213,	81.96363799,	0.09967094,	0.01393415
998373687.35267639,	0.02591042,	23.83925628,	0.06410739,	0.05863794
998378689.85392702,	0.02711569,	92.24336855,	0.02713648,	-0.00106223
998383692.35517764,	0.08094373,	87.69274764,	0.08100941,	0.00326130
998388694.85642827,	0.00589348,	164.50333903,	0.02205790,	-0.02125601
998393697.35767889,	-0.00172251,	-2.38724154,	0.04135370,	0.04131781
998398699.85892951,	0.02715698,	34.67740222,	0.04773131,	0.03925272
998403702.36018014,	0.04359470,	104.97100015,	0.04512644,	-0.01165752
998408704.86143076,	-0.00527462,	-30.44376140,	0.01040991,	0.00897466
998413707.36268139,	-0.01823810,	-122.02586521,	0.02151205,	-0.01140788
998418709.86393201,	-0.03344634,	-52.00781387,	0.04243950,	0.02612380
998423712.36518264,	0.02911099,	81.89834954,	0.02940446,	0.00414396
998428714.86643326,	0.00001841,	179.63977227,	0.00292759,	-0.00292753
998433717.36768389,	-0.00919571,	-118.09503751,	0.01042400,	-0.00490903
998438719.86893451,	0.01252325,	117.62371329,	0.01413440,	-0.00655360
998443722.37018514,	0.01953408,	86.22197924,	0.01957662,	0.00128993
998448724.87143576,	0.00660457,	152.41847737,	0.01426441,	-0.01264330
998453727.37268639,	0.00294272,	10.37749670,	0.01633639,	0.01606916
998458729.87393701,	0.00549137,	173.61510462,	0.04937975,	-0.04907346
998463732.37518764,	0.01842592,	147.53483411,	0.03432632,	-0.02896173
998468734.87643826,	-0.01517581,	-42.44195016,	0.02248791,	0.01659521
998473737.37768888,	0.01957060,	40.19490518,	0.03032369,	0.02316285
998478739.87893951,	0.04387568,	54.68446259,	0.05377047,	0.03108358
998483742.38019013,	0.01986863,	50.19399515,	0.02586332,	0.01655745
998488744.88144076,	0.01798462,	17.31388680,	0.06043092,	0.05769272
998493747.38269138,	0.02584597,	24.23224823,	0.06297194,	0.05742344
998498749.88394201,	0.04283968,	123.67404064,	0.05147729,	-0.02854248
998503752.38519263,	0.01282020,	43.56341052,	0.01860272,	0.01347976
998508754.88644326,	0.08083931,	83.93291955,	0.08129465,	0.00859226
998513757.38769388,	-0.03367600,	-135.62464170,	0.04815287,	-0.03441840
998518759.88894451,	0.01349052,	114.90739415,	0.01487395,	-0.00626421
998523762.39019513,	-0.01220003,	-111.14066704,	0.01308037,	-0.00471755
998528764.89144576,	0.00768279,	12.40276544,	0.03577012,	0.03493531
998533767.39269638,	0.04807345,	56.93461895,	0.05736357,	0.03129731
998538769.89394700,	0.02439461,	36.14050322,	0.04136310,	0.03340373
998543772.39519763,	0.01257622,	80.10891396,	0.01276597,	0.00219288
998548774.89644825,	-0.02830489,	-52.69460222,	0.03558500,	0.02156676
998553777.39769888,	0.03491981,	83.24079490,	0.03516422,	0.00413872
998558779.89894950,	0.01565378,	57.48287531,	0.01856405,	0.00997914
998563782.40020013,	-0.03031717,	-52.55700762,	0.03818483,	0.02321530
998568784.90145075,	-0.00921649,	-15.19151106,	0.03517126,	0.03394221
998573787.40270138,	0.03601352,	106.10819360,	0.03748521,	-0.01040035
998578789.90395200,	0.05058467,	106.43185967,	0.05273869,	-0.01491845
998583792.40520263,	0.04786499,	53.05144613,	0.05989296,	0.03600152
998588794.90645325,	0.04408815,	103.27268767,	0.04529813,	-0.01039981
998593797.40770388,	0.03870235,	109.85644409,	0.04114878,	-0.01397679
998598799.90895450,	0.02403039,	35.10704836,	0.04178430,	0.03418285
998603802.41020513,	0.01053272,	13.60479140,	0.04477750,	0.04352110
998608804.91145575,	0.03705553,	45.47237551,	0.05197767,	0.03644950
998613807.41270637,	-0.03597829,	-45.89857683,	0.05010143,	0.03486712
998618809.91395700,	0.01744803,	15.41607280,	0.06563691,	0.06327535
998623812.41520762,	0.00201908,	11.56532969,	0.01007099,	0.00986652
998628814.91645825,	-0.01957664,	-101.68057901,	0.01999062,	-0.00404721
998633817.41770887,	0.01810272,	42.31831893,	0.02688859,	0.01988185
998638819.91895950,	0.05487156,	80.79594611,	0.05558724,	0.00889124
998643822.42021012,	-0.03244401,	-41.13174542,	0.04932255,	0.03714970
998648824.92146075,	-0.00364504,	-173.85325923,	0.03404185,	-0.03384614
998653827.42271137,	0.03558204,	104.17896958,	0.03670009,	-0.00898974
998658829.92396200,	-0.01070235,	-9.73769567,	0.06327592,	0.06236427
998663832.42521262,	0.00405095,	146.55426111,	0.00735003,	-0.00613293
998668834.92646325,	0.05969760,	90.58973596,	0.05970076,	-0.00061448
998673837.42771387,	0.04852986,	65.69003416,	0.05325159,	0.02192224
998678839.92896450,	0.00237504,	1.61107518,	0.08447628,	0.08444288
998683842.43021512,	0.05802170,	66.17377383,	0.06342730,	0.02562235
998688844.93146574,	0.04934536,	51.01394191,	0.06348311,	0.03993921
998693847.43271637,	-0.01807126,	-55.89162860,	0.02182576,	0.01223901
998698849.93396699,	0.03109520,	51.93804396,	0.03949377,	0.02434843
998703852.43521762,	-0.00862632,	-14.93595353,	0.03346917,	0.03233840
998708854.93646824,	0.09916569,	67.22274301,	0.10755301,	0.04163911
998713857.43771887,	0.03979931,	99.83197042,	0.04039257,	-0.00689741
998718859.93896949,	0.01961961,	77.83883530,	0.02007000,	0.00422799
998723862.44022012,	0.03201224,	81.63496510,	0.03235647,	0.00470720
998728864.94147074,	0.03534297,	43.76874934,	0.05109216,	0.03689557
998733867.44272137,	0.00478974,	13.54786819,	0.02044648,	0.01987754
998738869.94397199,	0.00871703,	127.19462736,	0.01094298,	-0.00661530
998743872.44522262,	0.05316192,	48.48497258,	0.07099786,	0.04705855
998748874.94647324,	0.02229085,	142.05603910,	0.03625174,	-0.02858858
998753877.44772387,	0.05823709,	69.55319012,	0.06215292,	0.02171236
998758879.94897449,	0.01281213,	163.01929782,	0.04386972,	-0.04195714
998763882.45022511,	-0.03144643,	-101.79738976,	0.03212501,	-0.00656801
998768884.95147574,	-0.02968378,	-37.05593011,	0.04925997,	0.03931180
998773887.45272636,	-0.02214514,	-75.30082862,	0.02289444,	0.00580933
998778889.95397699,	-0.00144498,	-178.36403320,	0.05061370,	-0.05059307
998783892.45522761,	0.03939988,	58.56445845,	0.04617747,	0.02408335
998788894.95647824,	0.06005448,	56.55935934,	0.07196832,	0.03965978
998793897.45772886,	0.00506351,	9.65523104,	0.03019043,	0.02976278
998798899.95897949,	0.03789359,	118.04610230,	0.04293553,	-0.02018751
998803902.46023011,	0.03438728,	77.19938690,	0.03526368,	0.00781298
998808904.96148074,	0.00139131,	14.40234243,	0.00559367,	0.00541788
998813907.46273136,	0.02868402,	52.47747770,	0.03616633,	0.02202795
998818909.96398199,	0.02139792,	91.38000212,	0.02140413,	-0.00051548
998823912.46523261,	0.01632536,	27.34588144,	0.03553927,	0.03156775
998828914.96648324,	-0.00893827,	-13.05643352,	0.03956551,	0.03854267
998833917.46773386,	0.02761426,	99.28514522,	0.02798088,	-0.00451466
998838919.96898448,	0.08634581,	91.69339843,	0.08638353,	-0.00255273
998843922.47023511,	0.03301147,	33.62470459,	0.05961433,	0.04963981
