Frequency,	Imag,	phase,	LinMag,	Real
1054484992.65632820,	0.08846550,	86.16424773,	0.08866411,	0.00593132
1054489995.15757883,	-0.04737045,	-98.80213444,	0.04793499,	-0.00733514
1054494997.65882945,	0.00441388,	4.57682421,	0.05531479,	0.05513840
1054500000.16008007,	0.03644117,	20.24972475,	0.10528705,	0.09877957
1054505002.66133070,	0.02938053,	37.69694233,	0.04804784,	0.03801815
1054510005.16258132,	0.09377753,	91.19267966,	0.09379785,	-0.00195237
1054515007.66383195,	0.05123043,	30.80975066,	0.10002251,	0.08590661
1054520010.16508257,	0.06018768,	54.60825629,	0.07383078,	0.04276011
1054525012.66633320,	0.05535477,	49.77129158,	0.07250394,	0.04682597
1054530015.16758382,	0.03668405,	49.55974863,	0.04819982,	0.03126504
1054535017.66883445,	0.05103624,	93.61291880,	0.05113788,	-0.00322248
1054540020.17008507,	0.05402699,	44.30763287,	0.07734598,	0.05534876
1054545022.67133570,	0.03141505,	41.00488079,	0.04787980,	0.03613267
1054550025.17258632,	0.07654965,	70.91603452,	0.08100145,	0.02648370
1054555027.67383695,	0.09274835,	47.37354292,	0.12605370,	0.08536556
1054560030.17508757,	-0.01404828,	-9.49611482,	0.08515104,	0.08398420
1054565032.67633820,	0.06966254,	61.05234874,	0.07960867,	0.03853142
1054570035.17758882,	0.02481616,	14.55920352,	0.09871959,	0.09554955
1054575037.67883944,	0.00222164,	1.78380167,	0.07137059,	0.07133600
1054580040.18009007,	0.04240720,	70.26264942,	0.04505411,	0.01521517
1054585042.68134069,	0.04046015,	49.93663587,	0.05286607,	0.03402642
1054590045.18259132,	0.12989660,	81.50009057,	0.13133921,	0.01941297
1054595047.68384194,	0.04879884,	71.97077820,	0.05131865,	0.01588323
1054600050.18509257,	0.03339867,	97.28443334,	0.03367043,	-0.00426925
1054605052.68634319,	-0.00380846,	-5.28599998,	0.04133910,	0.04116330
1054610055.18759382,	0.01661530,	148.71920859,	0.03199973,	-0.02734802
1054615057.68884444,	0.07692797,	102.09421856,	0.07867420,	-0.01648381
1054620060.19009507,	0.01919709,	53.90391006,	0.02375788,	0.01399675
1054625062.69134569,	0.01173630,	168.42614840,	0.05849700,	-0.05730757
1054630065.19259632,	0.02201943,	31.43805331,	0.04221708,	0.03601981
1054635067.69384694,	0.07967395,	50.31582519,	0.10352967,	0.06610942
1054640070.19509757,	0.06951035,	71.72131193,	0.07320406,	0.02295967
1054645072.69634819,	0.09535974,	66.17326460,	0.10424436,	0.04211182
1054650075.19759881,	0.08935696,	48.47332027,	0.11935792,	0.07913057
1054655077.69884944,	0.05359603,	35.97373314,	0.09124060,	0.07383978
1054660080.20010006,	0.01539594,	122.67672441,	0.01829082,	-0.00987519
1054665082.70135069,	0.04221988,	70.69165710,	0.04473616,	0.01479209
1054670085.20260131,	0.05329837,	80.25302418,	0.05407900,	0.00915544
1054675087.70385194,	0.06810109,	67.01038635,	0.07397664,	0.02889263
1054680090.20510256,	0.03315919,	19.29036093,	0.10037423,	0.09473887
1054685092.70635319,	0.09571645,	86.12323010,	0.09593597,	0.00648631
1054690095.20760381,	0.02779621,	32.36845659,	0.05192042,	0.04385317
1054695097.70885444,	0.04840939,	57.22784793,	0.05757336,	0.03116444
1054700100.21010506,	0.09630014,	75.58887375,	0.09942868,	0.02474561
1054705102.71135569,	0.06922515,	85.18491617,	0.06947033,	0.00583135
1054710105.21260631,	0.04683746,	36.11359984,	0.07946795,	0.06419818
1054715107.71385694,	0.08313642,	52.12264108,	0.10532574,	0.06466720
1054720110.21510756,	-0.00737389,	-162.73214456,	0.02484135,	-0.02372169
1054725112.71635818,	0.03194290,	30.76458216,	0.06244803,	0.05366011
1054730115.21760881,	0.04348970,	98.06371110,	0.04392399,	-0.00616140
1054735117.71885943,	0.09446362,	74.39309732,	0.09807980,	0.02638698
1054740120.22011006,	0.06743747,	46.55767878,	0.09288051,	0.06386687
1054745122.72136068,	0.09101313,	68.17179360,	0.09804249,	0.03645464
1054750125.22261131,	0.12925440,	81.07834613,	0.13083736,	0.02029075
1054755127.72386193,	0.08545839,	54.21596253,	0.10534464,	0.06159835
1054760130.22511256,	0.01576843,	22.10907930,	0.04189596,	0.03881531
1054765132.72636318,	0.03214259,	31.79218033,	0.06101019,	0.05185650
1054770135.22761381,	0.09668025,	76.49986834,	0.09942749,	0.02321111
1054775137.72886443,	0.07244844,	49.22120666,	0.09567474,	0.06248904
1054780140.23011506,	0.05159745,	41.69931845,	0.07756431,	0.05791309
1054785142.73136568,	0.02878829,	115.62292816,	0.03192811,	-0.01380720
1054790145.23261631,	0.10594510,	53.01020690,	0.13263983,	0.07980577
1054795147.73386693,	0.06332283,	48.04598645,	0.08514776,	0.05692417
1054800150.23511755,	0.07450818,	51.73678037,	0.09489383,	0.05876539
1054805152.73636818,	0.01002819,	119.73307012,	0.01154861,	-0.00572765
1054810155.23761880,	0.07195847,	66.38901912,	0.07853276,	0.03145431
1054815157.73886943,	0.02790306,	29.02082486,	0.05751697,	0.05029534
1054820160.24012005,	0.00809211,	5.46657923,	0.08494306,	0.08455674
1054825162.74137068,	0.05782217,	67.06927045,	0.06278354,	0.02446160
1054830165.24262130,	0.00463438,	121.07591218,	0.00541094,	-0.00279298
1054835167.74387193,	0.06516558,	41.30996621,	0.09871593,	0.07415041
1054840170.24512255,	-0.00112579,	-1.28697113,	0.05012444,	0.05011179
1054845172.74637318,	0.05086526,	74.82926378,	0.05270191,	0.01379189
1054850175.24762380,	0.12014282,	61.29343309,	0.13697872,	0.06579417
1054855177.74887443,	0.08031011,	33.40663540,	0.14586525,	0.12176599
1054860180.25012505,	0.04187209,	32.33375703,	0.07828750,	0.06614878
1054865182.75137567,	0.07757328,	73.37570689,	0.08095718,	0.02316142
1054870185.25262630,	0.09698346,	76.91091121,	0.09957039,	0.02254929
1054875187.75387692,	0.08559968,	45.79022442,	0.11942059,	0.08327048
1054880190.25512755,	0.06653455,	53.74251685,	0.08251146,	0.04879851
1054885192.75637817,	0.09977102,	55.05588091,	0.12171486,	0.06971550
1054890195.25762880,	0.10434178,	53.41949454,	0.12993667,	0.07743598
1054895197.75887942,	0.11717017,	52.92547694,	0.14685701,	0.08853323
1054900200.26013005,	0.04587344,	71.78570618,	0.04829322,	0.01509510
1054905202.76138067,	0.08381943,	67.26515366,	0.09088055,	0.03512234
1054910205.26263130,	0.09365701,	46.90028499,	0.12826816,	0.08764181
1054915207.76388192,	0.03646277,	32.85824197,	0.06720474,	0.05645303
1054920210.26513255,	0.06542702,	65.54919688,	0.07187279,	0.02974899
1054925212.76638317,	0.08156873,	51.13540479,	0.10475916,	0.06573449
1054930215.26763380,	0.04734022,	28.33751289,	0.09973404,	0.08778259
1054935217.76888442,	0.09371442,	65.12090927,	0.10330100,	0.04345923
1054940220.27013504,	0.13477208,	80.04671846,	0.13683153,	0.02365066
1054945222.77138567,	0.05943695,	52.90014251,	0.07452111,	0.04495158
1054950225.27263629,	0.09790580,	65.44472006,	0.10764075,	0.04473237
1054955227.77388692,	0.05752115,	80.35151098,	0.05834649,	0.00977905
1054960230.27513754,	0.10183740,	53.94771772,	0.12596151,	0.07413127
1054965232.77638817,	0.05581135,	28.56217760,	0.11673275,	0.10252623
1054970235.27763879,	0.02825033,	11.65314722,	0.13986250,	0.13697970
1054975237.77888942,	0.03676747,	17.07881706,	0.12519272,	0.11967193
1054980240.28014004,	0.06236780,	57.37574258,	0.07405130,	0.03992309
1054985242.78139067,	0.12084226,	61.52370591,	0.13747472,	0.06554727
1054990245.28264129,	0.07935064,	44.83096315,	0.11255130,	0.07982024
1054995247.78389192,	0.08185466,	36.72978235,	0.13687113,	0.10969741
1055000250.28514254,	0.08274575,	30.32446838,	0.16388662,	0.14146365
1055005252.78639317,	0.05084227,	23.51959331,	0.12740424,	0.11681996
1055010255.28764379,	0.08118411,	33.34025853,	0.14771223,	0.12340195
1055015257.78889441,	0.07717711,	31.49847256,	0.14771421,	0.12594913
1055020260.29014504,	0.07803866,	39.64193466,	0.12231999,	0.09419208
1055025262.79139566,	0.13669719,	59.17304956,	0.15918734,	0.08157505
1055030265.29264629,	0.05112192,	20.42007205,	0.14652298,	0.13731545
1055035267.79389691,	0.10004491,	44.91211639,	0.14170238,	0.10035229
1055040270.29514754,	0.07561779,	46.99365618,	0.10340496,	0.07053038
1055045272.79639816,	0.04570770,	26.06679019,	0.10401859,	0.09343807
1055050275.29764879,	0.12524675,	54.07615181,	0.15466428,	0.09074300
1055055277.79889941,	0.14412156,	45.68700208,	0.20141810,	0.14070618
1055060280.30015004,	0.17776397,	61.27204106,	0.20271592,	0.09743571
1055065282.80140066,	0.09118618,	48.18821384,	0.12234191,	0.08156361
1055070285.30265129,	0.09423331,	51.27184364,	0.12079288,	0.07557118
1055075287.80390191,	0.05678445,	28.35344090,	0.11956907,	0.10522494
1055080290.30515254,	0.11204121,	53.12650519,	0.14005811,	0.08404190
1055085292.80640316,	0.07246862,	25.21965496,	0.17007833,	0.15386662
1055090295.30765378,	0.12527296,	37.36026829,	0.20644008,	0.16408592
1055095297.80890441,	0.06053440,	18.57399053,	0.19004358,	0.18014480
1055100300.31015503,	0.10660899,	33.11736290,	0.19512741,	0.16342959
1055105302.81140566,	0.10425481,	50.64651417,	0.13482703,	0.08549422
1055110305.31265628,	0.13498849,	52.08853949,	0.17109648,	0.10512904
1055115307.81390691,	0.07819179,	33.09624600,	0.14319606,	0.11996314
1055120310.31515753,	0.08945101,	33.86972154,	0.16050597,	0.13326922
1055125312.81640816,	0.09672528,	27.01960880,	0.21291273,	0.18967354
1055130315.31765878,	0.09860863,	35.13220097,	0.17135470,	0.14013840
1055135317.81890941,	0.10416126,	30.93782466,	0.20260594,	0.17378032
1055140320.32016003,	0.12321874,	34.04183712,	0.22011281,	0.18239187
1055145322.82141066,	0.04794689,	14.85114017,	0.18706704,	0.18081807
1055150325.32266128,	0.14018780,	37.20786831,	0.23182707,	0.18463795
1055155327.82391190,	0.14004055,	50.31907865,	0.18196248,	0.11618515
1055160330.32516253,	0.19107221,	41.90902474,	0.28605775,	0.21288599
1055165332.82641315,	0.08149566,	29.30271680,	0.16651347,	0.14520742
1055170335.32766378,	0.03925356,	10.30266077,	0.21948014,	0.21594140
1055175337.82891440,	0.12032443,	29.71254686,	0.24276144,	0.21084389
1055180340.33016503,	0.04932357,	12.94989105,	0.22009740,	0.21449953
1055185342.83141565,	0.07050596,	13.44311033,	0.30327784,	0.29496840
1055190345.33266628,	0.09767869,	19.02612009,	0.29962865,	0.28325996
1055195347.83391690,	0.07131806,	16.83002027,	0.24632071,	0.23577029
1055200350.33516753,	0.00871392,	1.52646647,	0.32711474,	0.32699865
1055205352.83641815,	0.11238730,	22.01330387,	0.29984189,	0.27798247
1055210355.33766878,	0.00581866,	1.36535412,	0.24419778,	0.24412845
1055215357.83891940,	0.04708917,	9.22057595,	0.29387442,	0.29007721
1055220360.34017003,	0.03253106,	5.35534826,	0.34855051,	0.34702909
1055225362.84142077,	0.11255164,	23.04149682,	0.28756337,	0.26462203
1055230365.34267139,	0.05593150,	12.33959597,	0.26172225,	0.25567597
1055235367.84392202,	0.00395832,	0.75458056,	0.30056627,	0.30054021
1055240370.34517264,	-0.00909458,	-1.77559762,	0.29351496,	0.29337403
1055245372.84642327,	0.05170821,	8.98493419,	0.33109200,	0.32702932
1055250375.34767389,	0.02719432,	4.91743685,	0.31724538,	0.31607768
1055255377.84892452,	-0.01836857,	-2.62748347,	0.40069150,	0.40027025
1055260380.35017514,	0.00184286,	0.35703242,	0.29574062,	0.29573488
1055265382.85142577,	-0.01993580,	-4.13547761,	0.27644433,	0.27572456
1055270385.35267639,	-0.05368778,	-9.35530683,	0.33027181,	0.32587895
1055275387.85392702,	-0.05611336,	-9.94599150,	0.32488090,	0.31999826
1055280390.35517764,	-0.09915065,	-15.87380941,	0.36249930,	0.34867591
1055285392.85642827,	-0.07011258,	-12.36434760,	0.32743371,	0.31983912
1055290395.35767889,	-0.07771488,	-13.81563706,	0.32544127,	0.31602597
1055295397.85892951,	-0.16842495,	-26.61598731,	0.37594136,	0.33610258
1055300400.36018014,	-0.14596617,	-23.32006175,	0.36872522,	0.33860326
1055305402.86143076,	-0.12305067,	-20.10438909,	0.35798471,	0.33617195
1055310405.36268139,	-0.14901471,	-23.67556377,	0.37109210,	0.33985874
1055315407.86393201,	-0.12059008,	-24.54828716,	0.29025678,	0.26402089
1055320410.36518264,	-0.20555256,	-31.43899736,	0.39408804,	0.33623433
1055325412.86643326,	-0.20939668,	-37.55220843,	0.34356381,	0.27237681
1055330415.36768389,	-0.18059072,	-28.79860448,	0.37487772,	0.32851225
1055335417.86893451,	-0.16652179,	-32.56209761,	0.30939735,	0.26076275
1055340420.37018514,	-0.16455412,	-45.37130465,	0.23122111,	0.16243504
1055345422.87143576,	-0.25158030,	-43.70875631,	0.36408522,	0.26318321
1055350425.37268639,	-0.26707599,	-50.56240205,	0.34581140,	0.21967235
1055355427.87393701,	-0.21431838,	-42.99981799,	0.31425165,	0.22982979
1055360430.37518764,	-0.18930990,	-40.59806554,	0.29091096,	0.22088674
1055365432.87643826,	-0.28197345,	-50.78799432,	0.36392498,	0.23007034
1055370435.37768888,	-0.27595851,	-48.57083146,	0.36805543,	0.24353994
1055375437.87893951,	-0.29778197,	-53.91710229,	0.36846648,	0.21701023
1055380440.38019013,	-0.25448883,	-60.74102878,	0.29170465,	0.14257294
1055385442.88144076,	-0.25506446,	-57.07740341,	0.30386319,	0.16515133
1055390445.38269138,	-0.29307806,	-63.22906854,	0.32826313,	0.14785780
1055395447.88394201,	-0.21220320,	-49.54947328,	0.27886013,	0.18092200
1055400450.38519263,	-0.26819667,	-60.71581008,	0.30749296,	0.15040766
1055405452.88644326,	-0.24815720,	-61.38919419,	0.28267374,	0.13536042
1055410455.38769388,	-0.24316038,	-71.19906140,	0.25686571,	0.08278299
1055415457.88894451,	-0.27302679,	-79.76735697,	0.27743959,	0.04928588
1055420460.39019513,	-0.17790920,	-57.43407276,	0.21109987,	0.11362866
1055425462.89144576,	-0.19817191,	-56.26501465,	0.23829762,	0.13233913
1055430465.39269638,	-0.24640839,	-70.29279584,	0.26173892,	0.08826193
1055435467.89394700,	-0.21272169,	-76.80773960,	0.21848764,	0.04986311
1055440470.39519763,	-0.25263414,	-60.05389409,	0.29155857,	0.14554171
1055445472.89644825,	-0.15073912,	-77.86500010,	0.15418437,	0.03241199
1055450475.39769888,	-0.24140868,	-75.29605955,	0.24958243,	0.06335013
1055455477.89894950,	-0.20936738,	-62.10800149,	0.23688622,	0.11081689
1055460480.40020013,	-0.20943987,	-92.79204701,	0.20968879,	-0.01021418
1055465482.90145075,	-0.22799709,	-74.05369334,	0.23712163,	0.06514595
1055470485.40270138,	-0.22823337,	-87.78701586,	0.22840371,	0.00881964
1055475487.90395200,	-0.19352788,	-75.97348018,	0.19947551,	0.04834707
1055480490.40520263,	-0.19658080,	-88.43762593,	0.19665391,	0.00536181
1055485492.90645325,	-0.18005972,	-87.18261922,	0.18027762,	0.00886114
1055490495.40770388,	-0.20342061,	-76.94313122,	0.20881936,	0.04717606
1055495497.90895450,	-0.20094420,	-75.83711526,	0.20724356,	0.05070822
1055500500.41020513,	-0.11809579,	-69.61396086,	0.12598673,	0.04388668
1055505502.91145575,	-0.15431206,	-84.86254992,	0.15493447,	0.01387366
1055510505.41270637,	-0.20738885,	-93.51414910,	0.20777954,	-0.01273585
1055515507.91395700,	-0.12679689,	-77.03628820,	0.13011317,	0.02918879
1055520510.41520762,	-0.20788051,	-82.76721309,	0.20954792,	0.02638228
1055525512.91645825,	-0.17433943,	-73.09159758,	0.18221648,	0.05299630
1055530515.41770887,	-0.19614822,	-92.61255093,	0.19635230,	-0.00895009
1055535517.91895950,	-0.19769992,	-102.29883034,	0.20234372,	-0.04310133
1055540520.42021012,	-0.19073381,	-93.69166155,	0.19113040,	-0.01230633
1055545522.92146075,	-0.18268426,	-98.65114101,	0.18478667,	-0.02779521
1055550525.42271137,	-0.13320942,	-89.19283831,	0.13322264,	0.00187673
1055555527.92396200,	-0.16805975,	-78.73219792,	0.17136284,	0.03348345
1055560530.42521262,	-0.19144359,	-102.64220477,	0.19620031,	-0.04294080
1055565532.92646325,	-0.15687595,	-96.69296203,	0.15795240,	-0.01840915
1055570535.42771387,	-0.16194817,	-75.31825827,	0.16741450,	0.04243115
1055575537.92896450,	-0.14175816,	-87.65905362,	0.14187656,	0.00579507
1055580540.43021512,	-0.09021934,	-65.03143374,	0.09952058,	0.04200973
1055585542.93146574,	-0.15658788,	-104.05501216,	0.16142032,	-0.03920148
1055590545.43271637,	-0.13861707,	-80.66059957,	0.14047921,	0.02279731
1055595547.93396699,	-0.16242339,	-81.14469215,	0.16438279,	0.02530504
1055600550.43521762,	-0.13432960,	-88.18020127,	0.13439739,	0.00426794
1055605552.93646824,	-0.12001067,	-95.29523082,	0.12052503,	-0.01112298
1055610555.43771887,	-0.12725556,	-96.30783414,	0.12803066,	-0.01406676
1055615557.93896949,	-0.11209442,	-74.59676804,	0.11627082,	0.03088275
1055620560.44022012,	-0.10996138,	-88.83593555,	0.10998407,	0.00223437
1055625562.94147074,	-0.12045582,	-83.41146774,	0.12125663,	0.01391278
1055630565.44272137,	-0.19098613,	-97.31973530,	0.19255533,	-0.02453275
1055635567.94397199,	-0.06151266,	-120.74250633,	0.07157019,	-0.03658530
1055640570.44522262,	-0.08934196,	-79.28834205,	0.09092635,	0.01690017
1055645572.94647324,	-0.13969576,	-103.87121377,	0.14389208,	-0.03449673
1055650575.44772387,	-0.10773593,	-110.49604939,	0.11501692,	-0.04027235
1055655577.94897449,	-0.12794180,	-68.96005675,	0.13708094,	0.04921462
1055660580.45022511,	-0.08944114,	-93.80819998,	0.08963906,	-0.00595353
1055665582.95147574,	-0.13324507,	-110.46080252,	0.14221734,	-0.04971442
1055670585.45272636,	-0.13110200,	-81.49528069,	0.13255966,	0.01960436
1055675587.95397699,	-0.11954128,	-99.07457044,	0.12105643,	-0.01909300
1055680590.45522761,	-0.10958724,	-89.86316671,	0.10958756,	0.00026172
1055685592.95647824,	-0.10156187,	-90.00693344,	0.10156187,	-0.00001229
1055690595.45772886,	-0.08326060,	-122.24769809,	0.09844596,	-0.05252885
1055695597.95897949,	-0.07226417,	-126.92682527,	0.09039762,	-0.05431040
