Frequency,	Imag,	phase,	LinMag,	Real
1068140522.56378186,	0.07410884,	130.19367469,	0.09701795,	-0.06261280
1068143023.81440723,	-0.00762439,	-8.88677855,	0.04935445,	0.04876198
1068145525.06503248,	0.07451856,	62.84150410,	0.08375251,	0.03822913
1068148026.31565785,	0.07428326,	136.55385951,	0.10802129,	-0.07842574
1068150527.56628311,	-0.00301119,	-176.30898957,	0.04677526,	-0.04667823
1068153028.81690848,	0.05405449,	155.47503957,	0.13022365,	-0.11847495
1068155530.06753373,	0.03482819,	92.71849407,	0.03486743,	-0.00165372
1068158031.31815910,	0.03808868,	132.73425609,	0.05185597,	-0.03518941
1068160532.56878436,	0.02318469,	99.74443830,	0.02352409,	-0.00398154
1068163033.81940973,	-0.04476615,	-28.97949697,	0.09239724,	0.08082847
1068165535.07003498,	0.09743857,	125.43753726,	0.11959349,	-0.06934211
1068168036.32066035,	0.07873317,	126.19461136,	0.09756087,	-0.05761260
1068170537.57128561,	0.01554016,	33.98309491,	0.02780251,	0.02305391
1068173038.82191098,	-0.04477360,	-161.72321616,	0.14276946,	-0.13556711
1068175540.07253623,	0.05571570,	43.94937175,	0.08027939,	0.05779742
1068178041.32316160,	-0.00953686,	-7.87901805,	0.06957060,	0.06891383
1068180542.57378685,	0.05469011,	80.80569543,	0.05540191,	0.00885229
1068183043.82441223,	0.00876927,	20.39942007,	0.02515840,	0.02358060
1068185545.07503748,	0.11780102,	64.53200256,	0.13048037,	0.05610746
1068188046.32566285,	-0.02336967,	-16.76519152,	0.08101807,	0.07757439
1068190547.57628810,	-0.05974746,	-81.99862894,	0.06033483,	0.00839842
1068193048.82691348,	0.00161346,	0.89067169,	0.10379572,	0.10378318
1068195550.07753873,	-0.12612318,	-81.42971103,	0.12754740,	0.01900744
1068198051.32816410,	-0.00477030,	-167.34512649,	0.02177444,	-0.02124549
1068200552.57878935,	0.02091289,	13.45818234,	0.08985687,	0.08738940
1068203053.82941472,	-0.06865893,	-89.33683058,	0.06866352,	0.00079473
1068205555.08003998,	-0.02214145,	-168.02594571,	0.10672185,	-0.10439976
1068208056.33066535,	-0.04892393,	-38.16697710,	0.07917066,	0.06224502
1068210557.58129060,	0.03981704,	17.49526865,	0.13244663,	0.12631989
1068213058.83191597,	0.01861127,	151.19919101,	0.03863134,	-0.03385264
1068215560.08254123,	0.07669649,	149.28156064,	0.15014397,	-0.12907696
1068218061.33316660,	0.05018136,	26.59329291,	0.11209843,	0.10023917
1068220562.58379185,	-0.04315222,	-53.18712772,	0.05390007,	0.03229711
1068223063.83441722,	0.02575036,	54.68233044,	0.03155839,	0.01824420
1068225565.08504248,	-0.09341487,	-75.47296564,	0.09650003,	0.02420576
1068228066.33566785,	0.09624448,	124.50476778,	0.11679035,	-0.06615879
1068230567.58629310,	0.00578821,	3.93931423,	0.08425368,	0.08405462
1068233068.83691847,	-0.00624862,	-19.24175432,	0.01896079,	0.01790157
1068235570.08754373,	0.10867529,	96.58719511,	0.10939749,	-0.01254955
1068238071.33816910,	0.00433812,	171.21027250,	0.02838923,	-0.02805582
1068240572.58879435,	-0.05495692,	-97.48189747,	0.05542884,	-0.00721755
1068243073.83941972,	0.05633558,	109.93576377,	0.05992665,	-0.02043298
1068245575.09004498,	0.01474388,	169.29008487,	0.07933786,	-0.07795585
1068248076.34067035,	0.02573798,	38.56545461,	0.04128592,	0.03228131
1068250577.59129560,	0.03378960,	31.15954140,	0.06530365,	0.05588229
1068253078.84192097,	0.20599125,	78.94094683,	0.20988889,	0.04026102
1068255580.09254622,	0.06040623,	93.83119962,	0.06054152,	-0.00404522
1068258081.34317160,	-0.03492690,	-156.05040896,	0.08604109,	-0.07863320
1068260582.59379685,	0.05223228,	111.68450237,	0.05621012,	-0.02076938
1068263083.84442222,	0.02204062,	162.69384567,	0.07409173,	-0.07073751
1068265585.09504747,	0.03748160,	140.55043795,	0.05898911,	-0.04555046
1068268086.34567285,	0.07273020,	85.03334588,	0.07300431,	0.00632042
1068270587.59629810,	-0.02219912,	-151.23641394,	0.04613316,	-0.04044092
1068273088.84692347,	-0.05346845,	-53.93316715,	0.06614674,	0.03894247
1068275590.09754872,	0.02942884,	28.35014114,	0.06197391,	0.05454089
1068278091.34817409,	0.02912519,	145.70210208,	0.05168662,	-0.04269930
1068280592.59879935,	0.00621193,	164.83049854,	0.02373905,	-0.02291188
1068283093.84942472,	0.01679138,	15.28846938,	0.06368116,	0.06142752
1068285595.10004997,	0.07370143,	71.23263561,	0.07783998,	0.02504318
1068288096.35067534,	0.03240175,	166.01189460,	0.13404636,	-0.13007134
1068290597.60130060,	-0.03287645,	-152.92707595,	0.07223621,	-0.06432115
1068293098.85192597,	0.02038445,	9.05731165,	0.12948889,	0.12787434
1068295600.10255122,	-0.05166665,	-72.05355438,	0.05430906,	0.01673414
1068298101.35317659,	-0.00404895,	-177.08676084,	0.07966653,	-0.07956357
1068300602.60380185,	-0.00340657,	-151.77090727,	0.00720207,	-0.00634548
1068303103.85442722,	0.04529445,	126.85848451,	0.05660961,	-0.03395674
1068305605.10505247,	-0.00581353,	-20.44659044,	0.01664176,	0.01559330
1068308106.35567784,	-0.10340963,	-78.87650205,	0.10538951,	0.02033221
1068310607.60630310,	0.02017835,	170.24720426,	0.11911826,	-0.11739673
1068313108.85692847,	0.07116767,	49.14664049,	0.09408907,	0.06154604
1068315610.10755372,	0.06900327,	47.89708332,	0.09300363,	0.06235562
1068318111.35817909,	0.20086490,	107.39774176,	0.21049458,	-0.06293855
1068320612.60880434,	-0.05052153,	-155.02647634,	0.11966271,	-0.10847460
1068323113.85942972,	0.08335684,	98.27936194,	0.08423476,	-0.01212979
1068325615.11005497,	0.03424534,	137.29813800,	0.05049568,	-0.03710890
1068328116.36068034,	0.09172206,	128.23714267,	0.11677558,	-0.07227448
1068330617.61130559,	-0.05603307,	-43.03394319,	0.08210797,	0.06001678
1068333118.86193097,	-0.02186920,	-159.16834067,	0.06149540,	-0.05747540
1068335620.11255622,	0.07478362,	55.92414972,	0.09028604,	0.05058636
1068338121.36318159,	0.00223218,	169.06041957,	0.01176230,	-0.01154855
1068340622.61380696,	-0.05055493,	-105.13499212,	0.05237153,	-0.01367390
1068343123.86443222,	0.03738172,	97.61299542,	0.03771415,	-0.00499642
1068345625.11505759,	-0.05782911,	-77.71512810,	0.05918433,	0.01259279
1068348126.36568284,	-0.11700938,	-69.85825088,	0.12463139,	0.04291606
1068350627.61630821,	0.12641418,	81.56778928,	0.12779564,	0.01873985
1068353128.86693346,	0.02131710,	85.46214573,	0.02138414,	0.00169186
1068355630.11755884,	-0.01117342,	-153.84291011,	0.02534610,	-0.02275038
1068358131.36818409,	0.00872227,	172.49909680,	0.06681591,	-0.06624416
1068360632.61880946,	-0.03093224,	-17.02493023,	0.10564731,	0.10101757
1068363133.86943471,	0.03610254,	66.61486887,	0.03933349,	0.01561184
1068365635.12006009,	0.08478516,	77.00721364,	0.08701283,	0.01956295
1068368136.37068534,	0.10180213,	78.57958861,	0.10385845,	0.02056465
1068370637.62131071,	0.02476099,	123.29312712,	0.02962290,	-0.01626068
1068373138.87193596,	0.07506856,	120.96129282,	0.08754198,	-0.04503675
1068375640.12256134,	0.09059156,	66.30273711,	0.09893345,	0.03976175
1068378141.37318659,	-0.07324854,	-45.27920675,	0.10308795,	0.07253811
1068380642.62381196,	0.02059644,	171.34174584,	0.13681652,	-0.13525733
1068383143.87443721,	0.00667973,	170.26476274,	0.03950270,	-0.03893384
1068385645.12506258,	0.06480142,	91.17733778,	0.06481511,	-0.00133175
1068388146.37568784,	-0.02761437,	-114.51309803,	0.03034992,	-0.01259222
1068390647.62631321,	0.05508756,	22.80004595,	0.14215545,	0.13104783
1068393148.87693846,	0.04545109,	115.38758579,	0.05030958,	-0.02156970
1068395650.12756383,	0.00182354,	174.78905146,	0.02007803,	-0.01999505
1068398151.37818909,	0.01362792,	23.25688179,	0.03451381,	0.03170935
1068400652.62881446,	0.01284544,	6.50279191,	0.11342393,	0.11269420
1068403153.87943971,	0.13469701,	55.88048512,	0.16270322,	0.09126365
1068405655.13006508,	0.14108850,	116.85318406,	0.15814137,	-0.07143339
1068408156.38069034,	0.09470682,	43.73280885,	0.13699888,	0.09899148
1068410657.63131571,	0.15907367,	95.83092064,	0.15990099,	-0.01624485
1068413158.88194096,	0.07410325,	39.21105302,	0.11721882,	0.09082378
1068415660.13256633,	-0.03912877,	-96.97788395,	0.03942075,	-0.00478908
1068418161.38319159,	0.02789843,	29.67712171,	0.05634773,	0.04895656
1068420662.63381696,	-0.03280957,	-17.18375800,	0.11105428,	0.10609706
1068423163.88444221,	-0.05902360,	-122.27656908,	0.06981073,	-0.03727939
1068425665.13506758,	0.13886990,	80.72265014,	0.14071046,	0.02268445
1068428166.38569283,	-0.07701398,	-44.96040341,	0.10898957,	0.07712051
1068430667.63631821,	0.00188536,	175.86202562,	0.02612798,	-0.02605987
1068433168.88694346,	0.03913258,	44.14190869,	0.05618962,	0.04032263
1068435670.13756883,	0.06997763,	80.92989234,	0.07086369,	0.01117116
1068438171.38819408,	-0.12207690,	-86.77884467,	0.12227008,	0.00687037
1068440672.63881946,	0.00432381,	166.41375823,	0.01840633,	-0.01789127
1068443173.88944471,	0.06790683,	109.95304175,	0.07224341,	-0.02465305
1068445675.14007008,	-0.05919548,	-22.69445996,	0.15342897,	0.14154980
1068448176.39069533,	0.08796073,	66.74761414,	0.09573699,	0.03779525
1068450677.64132071,	-0.07039150,	-48.79724764,	0.09355803,	0.06162907
1068453178.89194596,	0.04235906,	42.06724221,	0.06322226,	0.04693362
1068455680.14257133,	0.02580387,	91.87875974,	0.02581775,	-0.00084643
1068458181.39319658,	-0.01450458,	-76.77504601,	0.01489973,	0.00340868
1068460682.64382195,	0.04331790,	27.24470938,	0.09462358,	0.08412599
1068463183.89444721,	0.06041294,	63.62720794,	0.06743096,	0.02995349
1068465685.14507258,	-0.03167271,	-140.26328629,	0.04954585,	-0.03810026
1068468186.39569783,	0.07548826,	56.06834779,	0.09098216,	0.05078656
1068470687.64632320,	0.02786886,	62.16241521,	0.03151606,	0.01471695
1068473188.89694846,	-0.04391220,	-143.72768528,	0.07422320,	-0.05983980
1068475690.14757383,	0.11175195,	107.75579827,	0.11734152,	-0.03578455
1068478191.39819908,	-0.04093204,	-30.36570922,	0.08097058,	0.06986274
1068480692.64882445,	0.10349335,	65.05379802,	0.11414235,	0.04814149
1068483193.89944971,	-0.02053816,	-42.01314702,	0.03068598,	0.02279942
1068485695.15007508,	0.10051281,	85.63780567,	0.10080483,	0.00766733
1068488196.40070033,	-0.01627769,	-8.56139850,	0.10934227,	0.10812385
1068490697.65132570,	-0.00597923,	-4.43799103,	0.07727083,	0.07703914
1068493198.90195096,	-0.02634296,	-77.86129516,	0.02694543,	0.00566606
1068495700.15257633,	0.04870686,	149.78236205,	0.09677770,	-0.08362754
1068498201.40320158,	0.02068948,	21.75888204,	0.05581171,	0.05183524
1068500702.65382695,	0.10531446,	85.84737294,	0.10559167,	0.00764627
1068503203.90445220,	0.08537385,	85.35813370,	0.08565480,	0.00693181
1068505705.15507758,	0.01325244,	166.98969753,	0.05886668,	-0.05735555
1068508206.40570283,	-0.00140410,	-179.31367784,	0.11722055,	-0.11721214
1068510707.65632820,	-0.00298354,	-176.99884480,	0.05698551,	-0.05690736
1068513208.90695345,	0.01522713,	166.44378651,	0.06496238,	-0.06315256
1068515710.15757883,	0.06539275,	91.74230502,	0.06542299,	-0.00198914
1068518211.40820408,	-0.08829936,	-57.44447712,	0.10476031,	0.05637327
1068520712.65882945,	0.12214299,	111.58411720,	0.13135371,	-0.04832067
1068523213.90945470,	-0.04532654,	-137.06743367,	0.06654539,	-0.04872160
1068525715.16008007,	0.05664860,	51.69606999,	0.07218830,	0.04474468
1068528216.41070533,	-0.10114182,	-41.71448138,	0.15199718,	0.11346134
1068530717.66133070,	-0.02073570,	-134.80652622,	0.02922619,	-0.02059614
1068533218.91195595,	0.13546149,	75.12338735,	0.14015951,	0.03598431
1068535720.16258132,	-0.04199040,	-91.36850611,	0.04200238,	-0.00100313
1068538221.41320658,	-0.04132557,	-39.74034059,	0.06464096,	0.04970564
1068540722.66383195,	0.06700821,	57.50679748,	0.07944490,	0.04267776
1068543223.91445720,	0.08636896,	83.68784446,	0.08689576,	0.00955377
1068545725.16508257,	-0.01658276,	-13.12348012,	0.07303559,	0.07112812
1068548226.41570783,	0.00602932,	17.73484017,	0.01979342,	0.01885276
1068550727.66633320,	0.05167191,	144.09596644,	0.08811275,	-0.07137136
1068553228.91695845,	0.07001111,	78.21399168,	0.07151892,	0.01460824
1068555730.16758382,	-0.01001363,	-165.24036858,	0.03930545,	-0.03800850
1068558231.41820908,	0.09195007,	104.10659809,	0.09480914,	-0.02310752
1068560732.66883445,	0.02035701,	25.98941876,	0.04645543,	0.04175762
1068563233.91945970,	-0.04344924,	-29.37992190,	0.08856375,	0.07717320
1068565735.17008507,	0.10108699,	65.33955341,	0.11123172,	0.04641030
1068568236.42071032,	0.05537956,	44.97605236,	0.07835128,	0.05542587
1068570737.67133570,	-0.02242751,	-20.63280765,	0.06364624,	0.05956383
1068573238.92196095,	0.05756262,	75.32991666,	0.05950239,	0.01506915
1068575740.17258632,	0.08705061,	82.80671899,	0.08774119,	0.01098668
1068578241.42321157,	-0.02063914,	-20.22909396,	0.05968957,	0.05600777
1068580742.67383695,	0.00502630,	4.52600582,	0.06369535,	0.06349672
1068583243.92446220,	0.05601901,	51.49695436,	0.07158292,	0.04456440
1068585745.17508757,	-0.00994425,	-158.58115542,	0.02723086,	-0.02535018
1068588246.42571282,	0.02882879,	26.79400136,	0.06395254,	0.05708615
1068590747.67633820,	0.05204263,	147.77552440,	0.09759742,	-0.08256405
1068593248.92696345,	0.01712218,	142.59600011,	0.02818785,	-0.02239164
1068595750.17758882,	-0.10397334,	-58.13687167,	0.12242072,	0.06462491
1068598251.42821407,	0.02680388,	144.03386257,	0.04563861,	-0.03693826
1068600752.67883944,	0.00945098,	75.35943291,	0.00976814,	0.00246894
1068603253.92946470,	0.01045312,	174.69341026,	0.11302491,	-0.11254049
1068605755.18009007,	0.06712759,	103.77078691,	0.06911423,	-0.01645183
1068608256.43071532,	0.04866261,	140.45751234,	0.07643539,	-0.05894336
1068610757.68134069,	0.03020264,	130.78102474,	0.03988667,	-0.02605277
1068613258.93196595,	0.05208724,	88.63747055,	0.05210197,	0.00123890
1068615760.18259132,	-0.04760985,	-122.90779871,	0.05670905,	-0.03080939
1068618261.43321657,	0.02182381,	105.29274366,	0.02262494,	-0.00596735
1068620762.68384194,	0.04278371,	18.69589941,	0.13347168,	0.12642881
1068623263.93446720,	0.05689410,	73.71932836,	0.05927087,	0.01661617
1068625765.18509257,	0.00769610,	10.13494344,	0.04373600,	0.04305354
1068628266.43571782,	0.02255742,	9.85603984,	0.13178121,	0.12983625
1068630767.68634319,	0.08126102,	110.71165901,	0.08687561,	-0.03072488
1068633268.93696845,	-0.05986013,	-23.66750893,	0.14911779,	0.13657555
1068635770.18759382,	0.02640320,	24.68199609,	0.06322884,	0.05745222
1068638271.43821907,	0.00015268,	0.29144833,	0.03001585,	0.03001546
1068640772.68884444,	0.09079728,	115.54079104,	0.10063110,	-0.04338746
1068643273.93946969,	-0.11968167,	-71.82800036,	0.12596419,	0.03928453
1068645775.19009507,	-0.03377144,	-54.34505344,	0.04156269,	0.02422700
1068648276.44072032,	0.03361149,	23.36357718,	0.08475670,	0.07780724
1068650777.69134569,	-0.02706760,	-118.35054019,	0.03075658,	-0.01460521
1068653278.94197094,	0.02193310,	157.43174535,	0.05714963,	-0.05277328
1068655780.19259632,	0.05743308,	133.97205407,	0.07980379,	-0.05540837
1068658281.44322157,	0.09324462,	117.67889346,	0.10529395,	-0.04891071
1068660782.69384694,	0.12506139,	96.52304410,	0.12587628,	-0.01429990
1068663283.94447219,	-0.01094784,	-39.84084924,	0.01708845,	0.01312098
1068665785.19509757,	-0.05897903,	-97.42044483,	0.05947714,	-0.00768144
1068668286.44572282,	0.02542884,	11.52541220,	0.12726983,	0.12470359
1068670787.69634819,	0.03231781,	46.56797473,	0.04450321,	0.03059567
1068673288.94697344,	0.02265640,	17.44383240,	0.07557911,	0.07210332
1068675790.19759881,	0.04004943,	68.63490412,	0.04300481,	0.01566706
1068678291.44822407,	-0.08157992,	-137.37877109,	0.12047564,	-0.08865155
1068680792.69884944,	-0.04377813,	-34.99308945,	0.07633799,	0.06253770
1068683293.94947469,	0.02319061,	149.66123639,	0.04591184,	-0.03962440
1068685795.20010006,	-0.02450163,	-39.84127951,	0.03824417,	0.02936472
1068688296.45072532,	0.00001510,	179.92239913,	0.01114673,	-0.01114672
1068690797.70135069,	0.07439489,	63.78671421,	0.08292303,	0.03662825
1068693298.95197594,	0.06200917,	125.36923253,	0.07604393,	-0.04401753
1068695800.20260131,	0.04062223,	157.52941355,	0.10628273,	-0.09821331
1068698301.45322657,	0.01223827,	111.56465188,	0.01315938,	-0.00483674
1068700802.70385194,	0.12700151,	110.53540329,	0.13561936,	-0.04757338
1068703303.95447719,	0.05974691,	88.21592758,	0.05977589,	0.00186100
1068705805.20510256,	-0.10082284,	-67.84544170,	0.10885998,	0.04105179
1068708306.45572782,	-0.01639901,	-91.92275090,	0.01640824,	-0.00055053
1068710807.70635319,	0.05833141,	55.35268965,	0.07090523,	0.04031127
1068713308.95697844,	0.01288956,	10.45685390,	0.07101881,	0.06983932
1068715810.20760381,	0.02769880,	128.89856133,	0.03559072,	-0.02234896
1068718311.45822906,	-0.01500650,	-7.65843207,	0.11260463,	0.11160021
1068720812.70885444,	0.08152714,	115.88121969,	0.09061582,	-0.03955443
1068723313.95947969,	0.03914902,	35.94776050,	0.06668801,	0.05398745
1068725815.21010506,	-0.01151144,	-101.69927357,	0.01175566,	-0.00238375
1068728316.46073031,	0.04911318,	35.44428706,	0.08469088,	0.06899595
1068730817.71135569,	0.00484492,	6.45310583,	0.04310807,	0.04283495
1068733318.96198094,	0.04429656,	138.30562784,	0.06659565,	-0.04972721
1068735820.21260631,	0.02326937,	149.33372309,	0.04562294,	-0.03924269
1068738321.46323156,	-0.00622707,	-173.72708077,	0.05699079,	-0.05664957
1068740822.71385694,	0.10905760,	68.93672468,	0.11686611,	0.04200153
1068743323.96448219,	0.03028240,	20.04851298,	0.08833434,	0.08298152
1068745825.21510756,	0.03669032,	148.30375379,	0.06983100,	-0.05941539
1068748326.46573281,	-0.02290259,	-14.50105388,	0.09146483,	0.08855104
1068750827.71635818,	-0.07592427,	-93.65554317,	0.07607906,	-0.00485065
1068753328.96698344,	-0.00901362,	-10.18217533,	0.05098820,	0.05018517
1068755830.21760881,	-0.02151121,	-69.53309593,	0.02296062,	0.00802855
1068758331.46823406,	-0.02980945,	-153.34121471,	0.06643866,	-0.05937586
1068760832.71885943,	0.06361033,	115.51862085,	0.07048663,	-0.03036595
1068763333.96948469,	-0.00562406,	-14.99307692,	0.02173949,	0.02099941
1068765835.22011006,	-0.07152608,	-51.65051240,	0.09120424,	0.05658827
1068768336.47073531,	0.00081377,	0.89195940,	0.05227540,	0.05226907
1068770837.72136068,	-0.04399548,	-51.69087350,	0.05606822,	0.03475692
1068773338.97198594,	0.06718487,	68.54823457,	0.07218546,	0.02639951
1068775840.22261131,	0.09090017,	67.58472251,	0.09832951,	0.03749470
1068778341.47323656,	0.15591110,	75.98699658,	0.16069320,	0.03891059
1068780842.72386193,	-0.05144002,	-59.97181069,	0.05941471,	0.02973267
1068783343.97448719,	0.09085386,	104.94380931,	0.09403417,	-0.02424874
1068785845.22511256,	0.04094217,	26.00157083,	0.09339089,	0.08393805
1068788346.47573781,	0.01340169,	48.87646079,	0.01779080,	0.01170074
1068790847.72636318,	-0.00344093,	-174.75048198,	0.03760857,	-0.03745083
1068793348.97698843,	0.05653957,	78.51296410,	0.05769522,	0.01148978
1068795850.22761381,	0.01066563,	137.29730244,	0.01572651,	-0.01155714
1068798351.47823918,	-0.03321417,	-58.11214757,	0.03911767,	0.02066423
